K,Metric,Dataset,Voting,CV,Accuracy,F-score,Precision,Recall
3,euclidean,glass,distance,3,0.6448208772152434,0.5640015189365547,0.5677377875090294,0.5736488913662826
3,euclidean,glass,distance,4,0.6811263463448171,0.6212221452091633,0.6469717098521447,0.6359076817861649
3,euclidean,glass,distance,5,0.6829353334004497,0.619048428025025,0.6603754328858649,0.6306349206349207
3,euclidean,glass,distance,6,0.6928763128453531,0.6491347635188215,0.684762305595639,0.6641576016576016
5,euclidean,glass,distance,2,0.6591961555264307,0.5795308823061716,0.6425313694649382,0.5669555834029518
5,euclidean,glass,distance,3,0.6389831350027309,0.5586882978182092,0.6476782692284485,0.5490315454808209
5,euclidean,glass,distance,4,0.7062485677182797,0.6058147262094631,0.6683771592738984,0.6018550256359854
5,euclidean,glass,distance,5,0.7146236450887613,0.6544929079774169,0.7214273949877665,0.64375
5,euclidean,glass,distance,6,0.7273820356734443,0.6378325051878733,0.6750154775374074,0.650977725977726
7,euclidean,glass,distance,2,0.6581476627348187,0.5135055655089755,0.5820514897397705,0.5135390559732664
7,euclidean,glass,distance,3,0.6488628861562112,0.5560017909467114,0.579614840804357,0.5684669061480656
7,euclidean,glass,distance,4,0.6973859267181014,0.627391062301558,0.69525958994709,0.6260057312398644
7,euclidean,glass,distance,5,0.6870460418134836,0.5784297724584154,0.6225146449411155,0.5849007936507936
7,euclidean,glass,distance,6,0.6861928685651595,0.5876129560719389,0.6108216719736327,0.5919612794612794
9,euclidean,glass,distance,2,0.6503713411970293,0.5380451960255046,0.5666417399970032,0.5370196324143692
9,euclidean,glass,distance,3,0.6417305241555088,0.5117960239717425,0.5464932478910973,0.5122965440356745
9,euclidean,glass,distance,4,0.6552322842665445,0.5554961904637324,0.553844139527952,0.5770090565465952
9,euclidean,glass,distance,5,0.6658458337528105,0.5439442555494869,0.545780130315734,0.567579365079365
9,euclidean,glass,distance,6,0.6589021296838634,0.5372792566883021,0.563296500612677,0.5451987826987826
11,euclidean,glass,distance,2,0.6639580602883355,0.5088017960328206,0.5694979794400901,0.49895572263993315
11,euclidean,glass,distance,3,0.684011629510711,0.5634924140933038,0.5745692588972159,0.5667000082579793
11,euclidean,glass,distance,4,0.7007470144883253,0.590916682277759,0.6403037035776974,0.5836550629023539
11,euclidean,glass,distance,5,0.6679190576864995,0.5638808358518984,0.5734998201832566,0.5695634920634921
11,euclidean,glass,distance,6,0.6534271306910625,0.5236825330320249,0.535162232466154,0.5370855995855995
13,euclidean,glass,distance,2,0.6260375709916994,0.4630752266879258,0.5188959132556693,0.4606620718462824
13,euclidean,glass,distance,3,0.667778311072861,0.5230668645829485,0.570984411090084,0.5151070440563195
13,euclidean,glass,distance,4,0.6687800779161255,0.4920572858653353,0.5444808630926098,0.48772421249201436
13,euclidean,glass,distance,5,0.6980081546360616,0.5589250433311154,0.5743928448572412,0.5699206349206349
13,euclidean,glass,distance,6,0.6872027794047918,0.5556186008480695,0.5993345774595774,0.5656857031857032
15,euclidean,glass,distance,2,0.6397990388816077,0.43421519684872445,0.5329863671267129,0.45152464494569755
15,euclidean,glass,distance,3,0.6682408066363976,0.5135866388661553,0.5846050419885871,0.5154032990627194
15,euclidean,glass,distance,4,0.6783365798385659,0.5151014572015525,0.5552772556390977,0.5190974781725555
15,euclidean,glass,distance,5,0.6637437497902614,0.5268396715900363,0.5614293797989449,0.5376587301587301
15,euclidean,glass,distance,6,0.6835776856577939,0.5135409891844981,0.5170919651956803,0.5332362082362082
17,euclidean,glass,distance,2,0.6260375709916994,0.4417817740597624,0.5375579576559969,0.44276315789473686
17,euclidean,glass,distance,3,0.6598570401387303,0.5038238054541243,0.556183583441648,0.5073329823692143
17,euclidean,glass,distance,4,0.6440207012451302,0.5142118050494173,0.5906449865848843,0.5093386038625977
17,euclidean,glass,distance,5,0.6580272827947247,0.5030684741409893,0.5186971718511966,0.5097222222222222
17,euclidean,glass,distance,6,0.6460013612683891,0.45822222052107103,0.477562905504082,0.46692566692566695
19,euclidean,glass,distance,2,0.6503713411970293,0.4114603287831109,0.45412209522557295,0.4324979114452798
19,euclidean,glass,distance,3,0.6543190465419492,0.4738332075842861,0.5104684948270896,0.4775257029604855
19,euclidean,glass,distance,4,0.6676963180811244,0.5088617271756807,0.5581459435626103,0.5140601196618999
19,euclidean,glass,distance,5,0.6536856941508103,0.4827995710804059,0.4900224175262875,0.5016269841269841
19,euclidean,glass,distance,6,0.6586704254564162,0.5022138644081839,0.518325642222701,0.5221283346283346
21,euclidean,glass,distance,2,0.654084753167322,0.47993505057537045,0.5666335978835979,0.4745509607351712
21,euclidean,glass,distance,3,0.6316337770716215,0.4906924465065117,0.5699605986904374,0.4759825963086832
21,euclidean,glass,distance,4,0.6541166959488707,0.518108573692118,0.5350908596975531,0.51922007838223
21,euclidean,glass,distance,5,0.6826759287224403,0.5247681781521124,0.5499871316047787,0.532797619047619
21,euclidean,glass,distance,6,0.6451228705485672,0.4921185832085207,0.541652676027676,0.486939911939912
23,euclidean,glass,distance,2,0.5889908256880734,0.38173388344408243,0.426330495781855,0.4022556390977443
23,euclidean,glass,distance,3,0.6455822019202301,0.4432539373335267,0.45672942879083234,0.4562703868863289
23,euclidean,glass,distance,4,0.6394533139816159,0.46197279352123444,0.4927481762400241,0.46983062230740247
23,euclidean,glass,distance,5,0.6498429477499245,0.4281623757790086,0.43938773215089,0.44390873015873017
23,euclidean,glass,distance,6,0.6593402128909095,0.5137608492685121,0.5279521744595274,0.5248704998704998
25,euclidean,glass,distance,2,0.6170380078636959,0.4304232804232804,0.5731320100274078,0.42869674185463663
25,euclidean,glass,distance,3,0.6460446974837667,0.4636282783720343,0.518596869453304,0.46527364878814154
25,euclidean,glass,distance,4,0.6495493086853563,0.48035047540154213,0.5225456826831928,0.4887768338329484
25,euclidean,glass,distance,5,0.6266513976979093,0.3911755889916809,0.3824380363931447,0.42081349206349206
25,euclidean,glass,distance,6,0.667766983314584,0.46030619550734486,0.46990917805868787,0.474504662004662
27,euclidean,glass,distance,2,0.5988641328090869,0.34833814333814334,0.3348929518944665,0.38164160401002506
27,euclidean,glass,distance,3,0.6080235164742206,0.38266579720586713,0.4291257818682703,0.40514121144555926
27,euclidean,glass,distance,4,0.6451951722557483,0.43721711823440546,0.4447973373245112,0.4574157513882746
27,euclidean,glass,distance,5,0.631452229940602,0.4412028713876312,0.4508203887615652,0.45623015873015865
27,euclidean,glass,distance,6,0.6380741713075305,0.4795290802139293,0.5067782775503363,0.49268648018648026
29,euclidean,glass,distance,2,0.6313237221494102,0.3474208473051831,0.3152087394411956,0.3927944862155388
29,euclidean,glass,distance,3,0.6315519438605783,0.45059165101714455,0.544887542424223,0.4512523225566703
29,euclidean,glass,distance,4,0.6175234894202124,0.3863805852935065,0.39913974913974914,0.41167435541468045
29,euclidean,glass,distance,5,0.63745578710695,0.4629570757937788,0.48509073932603347,0.475218253968254
29,euclidean,glass,distance,6,0.6413158998782064,0.4321717863426176,0.44326521789757084,0.4506928256928257
3,minkowski,glass,distance,2,0.6124508519003932,0.5806517277443579,0.6310261497761498,0.5784948482316903
3,minkowski,glass,distance,3,0.7144278387389226,0.6593487256430953,0.6924633398759744,0.6666193897353317
3,minkowski,glass,distance,4,0.6938434165966441,0.6158514409717875,0.670220160100191,0.6163039338542434
3,minkowski,glass,distance,5,0.7089576831437296,0.6451443425237837,0.708373374991022,0.6412301587301588
3,minkowski,glass,distance,6,0.6874347741704554,0.608745020411687,0.6344483448650116,0.622555685055685
5,minkowski,glass,distance,2,0.672608125819135,0.5374743789878692,0.5543928266698324,0.540378724589251
5,minkowski,glass,distance,3,0.6548900400706892,0.527978420426933,0.5618383388705386,0.526663053800735
5,minkowski,glass,distance,4,0.7197963613678608,0.6058592536890033,0.617597902398599,0.6105355811915409
5,minkowski,glass,distance,5,0.6955302191348703,0.6232299135902867,0.6781597619213718,0.6311507936507936
5,minkowski,glass,distance,6,0.6968466144162738,0.610779822029822,0.658661593036593,0.615433177933178
7,minkowski,glass,distance,2,0.6646570554827436,0.5041688930355878,0.5308636558636558,0.5057226399331662
7,minkowski,glass,distance,3,0.6642806309064729,0.5422708349153075,0.6199868726952061,0.5437043230521491
7,minkowski,glass,distance,4,0.6818790899600236,0.6019149567420352,0.6534775484171432,0.613563627205268
7,minkowski,glass,distance,5,0.7018970435249505,0.6197241819549013,0.6682898496985185,0.6274801587301587
7,minkowski,glass,distance,6,0.701641415021833,0.597320759475099,0.6179803312156253,0.602900802900803
9,minkowski,glass,distance,2,0.6641328090869375,0.5099389389980789,0.6757160521866405,0.5021738373712058
9,minkowski,glass,distance,3,0.6630016421810665,0.5636192357928279,0.5866232231653687,0.5696526487468517
9,minkowski,glass,distance,4,0.6645166526621342,0.5446788414289454,0.6051402179691654,0.5471004922436812
9,minkowski,glass,distance,5,0.6731474210543977,0.5336309386902365,0.5975278883483218,0.5236309523809524
9,minkowski,glass,distance,6,0.7014980344121211,0.5673154819310908,0.5859578692912026,0.5858423983423983
11,minkowski,glass,distance,2,0.6445609436435125,0.5459737370435696,0.6012039677488736,0.572364940128098
11,minkowski,glass,distance,3,0.6307906191555916,0.4935935625977554,0.5331914785937775,0.4905343944836698
11,minkowski,glass,distance,4,0.6361511089043363,0.5234104051535902,0.5745074886198075,0.5145282528215964
11,minkowski,glass,distance,5,0.6535969327829794,0.530182464443926,0.5803583099906628,0.524484126984127
11,minkowski,glass,distance,6,0.6623941085047896,0.5252691553453672,0.544060761769095,0.5342042217042217
13,minkowski,glass,distance,2,0.6309742245522062,0.4342535853976154,0.4504599095735855,0.4511382623224729
13,minkowski,glass,distance,3,0.6452557885503384,0.5485637274675086,0.5989919210329838,0.5425249803872992
13,minkowski,glass,distance,4,0.6621677106408983,0.5131278947476793,0.5396978946978948,0.5162531021180402
13,minkowski,glass,distance,5,0.6456918017383133,0.503127103449684,0.5191789800613329,0.5209523809523808
13,minkowski,glass,distance,6,0.632489639407209,0.5083264142028443,0.5277711465759711,0.5261946386946387
15,minkowski,glass,distance,2,0.6865443425076452,0.5192648386257472,0.5792601230543795,0.5194026733500419
15,minkowski,glass,distance,3,0.6647697912241697,0.501327526779584,0.5331252338196782,0.5189004500598703
15,minkowski,glass,distance,4,0.659468655310264,0.5104575236928178,0.5374093725809412,0.5125771434304717
15,minkowski,glass,distance,5,0.6645857243531662,0.49705457107022566,0.5196691706985825,0.5203968253968254
15,minkowski,glass,distance,6,0.6801552907396561,0.5412064404305783,0.5650187639158227,0.5580937580937582
17,minkowski,glass,distance,2,0.6029270423765837,0.4100181525265856,0.522292015364547,0.4179720133667502
17,minkowski,glass,distance,3,0.6925314782020232,0.5262934635439173,0.5956597811805486,0.5275467608076304
17,minkowski,glass,distance,4,0.7042895246097828,0.5565812788694688,0.5824570312199031,0.558769523891428
17,minkowski,glass,distance,5,0.641355917983825,0.4783046203041459,0.503037703610459,0.48529761904761903
17,minkowski,glass,distance,6,0.6829230546335809,0.5142997309080933,0.5375112360406478,0.5215293965293967
19,minkowski,glass,distance,2,0.6217999126256006,0.4043453339341403,0.43575605680868834,0.4235588972431078
19,minkowski,glass,distance,3,0.6304642057857,0.426938678583914,0.47804371835811993,0.43977796358231136
19,minkowski,glass,distance,4,0.6783047513558934,0.5227265873369388,0.5470441202387797,0.5309003718446443
19,minkowski,glass,distance,5,0.6294266586127051,0.4391685292395232,0.4256094395227522,0.46402777777777776
19,minkowski,glass,distance,6,0.6612486615872839,0.4839854983245788,0.4926540915511504,0.4969437969437969
21,minkowski,glass,distance,2,0.673132372214941,0.46815561456419,0.5884791934791935,0.4680451127819549
21,minkowski,glass,distance,3,0.6693285447112759,0.4397256866903971,0.46809868847766234,0.4534037326066312
21,minkowski,glass,distance,4,0.6610648537162936,0.5086444297310415,0.5388595349264685,0.5060012674660507
21,minkowski,glass,distance,5,0.6602036981106749,0.5055289364372169,0.540795862204531,0.5048214285714285
21,minkowski,glass,distance,6,0.6717668229374886,0.5196133556690777,0.5320498601845352,0.5306397306397307
23,minkowski,glass,distance,2,0.6211009174311927,0.436671300620576,0.547957690103424,0.4391917293233083
23,minkowski,glass,distance,3,0.6744858759555638,0.5331412587154779,0.6208919172628851,0.5266924728518932
23,minkowski,glass,distance,4,0.6267171466401853,0.428274402856955,0.43281800072186133,0.4438524313234065
23,minkowski,glass,distance,5,0.6433519581194,0.4174690819518405,0.4200970716627266,0.4461507936507937
23,minkowski,glass,distance,6,0.6785858517185916,0.5175652289250732,0.5369456614554654,0.5248316498316499
25,minkowski,glass,distance,2,0.6445609436435125,0.412373161725064,0.4562368716657509,0.4317251461988304
25,minkowski,glass,distance,3,0.6537480530132092,0.42590211197460454,0.44829255297408316,0.4422850860894339
25,minkowski,glass,distance,4,0.6435989738497186,0.3969673675043032,0.41581327467769114,0.4183111475584386
25,minkowski,glass,distance,5,0.6448266720359743,0.4701667468334135,0.47220941912118386,0.48609126984126994
25,minkowski,glass,distance,6,0.6795610916644198,0.5024447666674402,0.5243572399822399,0.5077343952343952
27,minkowski,glass,distance,2,0.6165137614678899,0.3404070081356438,0.31332133768315784,0.38053467000835417
27,minkowski,glass,distance,3,0.6630016421810665,0.4386140053729,0.4727354617060499,0.4492072339898427
27,minkowski,glass,distance,4,0.6502431696076185,0.42336823975664767,0.4370844885790538,0.4403018882991793
27,minkowski,glass,distance,5,0.6454998489882211,0.39749552310036174,0.3781984739011257,0.43224206349206346
27,minkowski,glass,distance,6,0.6288409636416602,0.45952280945730467,0.47901863215330714,0.47334239834239833
29,minkowski,glass,distance,2,0.617737003058104,0.33596131079555397,0.3179138321995465,0.38264411027568923
29,minkowski,glass,distance,3,0.6308448681381933,0.4626228119706381,0.5950882025050823,0.4569759279904207
29,minkowski,glass,distance,4,0.6300193517174649,0.4102682516202208,0.422957286378339,0.4263886841286222
29,minkowski,glass,distance,5,0.6355067284137051,0.424678109889492,0.4374040157373491,0.4451190476190477
29,minkowski,glass,distance,6,0.6527925952268058,0.4668231785952092,0.4866882436735378,0.4755892255892256
3,chebyshev,glass,reverse_distance,2,0.5701179554390563,0.4725757837170881,0.5204241953191533,0.45485763018657754
3,chebyshev,glass,reverse_distance,3,0.5425670618567128,0.3870868057864519,0.38298957576193954,0.3992297369833601
3,chebyshev,glass,reverse_distance,4,0.5476392814401752,0.41631247755473766,0.4420389617835438,0.4107346081707537
3,chebyshev,glass,reverse_distance,5,0.5632321554414579,0.42799744316985694,0.4453734228734228,0.4279563492063492
3,chebyshev,glass,reverse_distance,6,0.5675299912916012,0.4595602853936187,0.483495670995671,0.4652000777000777
5,chebyshev,glass,reverse_distance,2,0.5702927042376584,0.3504679033464876,0.34649963842443826,0.3724728487886383
5,chebyshev,glass,reverse_distance,3,0.5283188883923727,0.3661025218912483,0.3568723215782039,0.38091870019406254
5,chebyshev,glass,reverse_distance,4,0.5787627632215517,0.4316250701596119,0.47862136448146514,0.42563721394990744
5,chebyshev,glass,reverse_distance,5,0.5682274572972247,0.39955737578073475,0.4212265512265512,0.40632936507936507
5,chebyshev,glass,reverse_distance,6,0.5900325635232756,0.42532392236498523,0.4470861776395832,0.43174048174048174
7,chebyshev,glass,reverse_distance,2,0.537308868501529,0.34563028635406384,0.38707801549708815,0.35799916457811193
7,chebyshev,glass,reverse_distance,3,0.5601768332937959,0.4205573400785016,0.4581892144756546,0.4186110078863701
7,chebyshev,glass,reverse_distance,4,0.5515716904743717,0.3652902360606798,0.38142532347226876,0.38144252584074567
7,chebyshev,glass,reverse_distance,5,0.5422336320010739,0.33832345596037283,0.3283201983201983,0.3593849206349206
7,chebyshev,glass,reverse_distance,6,0.5856242271683448,0.3958535508628204,0.4076278410224489,0.41414465164465164
9,chebyshev,glass,reverse_distance,2,0.5702927042376584,0.38156043865983014,0.4805324627857523,0.3883876357560568
9,chebyshev,glass,reverse_distance,3,0.53841563547626,0.34434819377435355,0.3322386116472138,0.36202495974235105
9,chebyshev,glass,reverse_distance,4,0.5176775392763476,0.3371260483184256,0.3330274470899471,0.3582854194309303
9,chebyshev,glass,reverse_distance,5,0.5379511057418034,0.32765905655943606,0.3088633411079232,0.3560714285714286
9,chebyshev,glass,reverse_distance,6,0.5449220989565418,0.3671190954554482,0.3627505120152179,0.3873025123025124
11,chebyshev,glass,reverse_distance,2,0.5050240279598078,0.3010464771356091,0.27778817186711924,0.32999164578111945
11,chebyshev,glass,reverse_distance,3,0.5554268291561617,0.3497290003556348,0.35640828705344835,0.3683968165489904
11,chebyshev,glass,reverse_distance,4,0.5443689048455682,0.33106629155390765,0.3114986906916339,0.3567415270201648
11,chebyshev,glass,reverse_distance,5,0.5276480754387731,0.31500446315518615,0.2961390199354596,0.340218253968254
11,chebyshev,glass,reverse_distance,6,0.5235819701280228,0.32636065347834464,0.31597150556128883,0.349015799015799
13,chebyshev,glass,reverse_distance,2,0.4621668851026649,0.31342311295604397,0.31069379525923313,0.3339129072681704
13,chebyshev,glass,reverse_distance,3,0.5368111528552434,0.31200150962275935,0.2862226765004543,0.34568696065072874
13,chebyshev,glass,reverse_distance,4,0.5711653044076083,0.3393171837250784,0.31659139831479644,0.37014436622602254
13,chebyshev,glass,reverse_distance,5,0.5351149367428437,0.334160519657139,0.3299697524697525,0.3584126984126984
13,chebyshev,glass,reverse_distance,6,0.5583406548963824,0.3231857200854994,0.30957677942972056,0.35439976689976693
15,chebyshev,glass,reverse_distance,2,0.49567496723460025,0.3143790616012838,0.3068324287631443,0.34182330827067664
15,chebyshev,glass,reverse_distance,3,0.46608886902824437,0.32371686135958627,0.3400788311582914,0.3379611049176267
15,chebyshev,glass,reverse_distance,4,0.5709249993634303,0.34427541714929394,0.349223765429401,0.37079652767539767
15,chebyshev,glass,reverse_distance,5,0.561452565522333,0.3575108193453741,0.35052394801620806,0.3783333333333333
15,chebyshev,glass,reverse_distance,6,0.5477427408058213,0.33672940565181947,0.32424188465855136,0.3621017871017871
17,chebyshev,glass,reverse_distance,2,0.45404106596767146,0.317973219978306,0.3330683306914497,0.33330200501253127
17,chebyshev,glass,reverse_distance,3,0.516465025956759,0.331248958387058,0.33758885987157816,0.3519305091044222
17,chebyshev,glass,reverse_distance,4,0.5516035189570443,0.37780950697255533,0.3922892621700923,0.39429942298556847
17,chebyshev,glass,reverse_distance,5,0.5470990637269707,0.318041844590188,0.29560327099800787,0.3497619047619048
17,chebyshev,glass,reverse_distance,6,0.5501975466178253,0.33040317427435695,0.32519599614542855,0.3610301735301735
19,chebyshev,glass,reverse_distance,2,0.4302315421581477,0.2658770251800942,0.26272535943588576,0.2963032581453634
19,chebyshev,glass,reverse_distance,3,0.5099744570044632,0.3112751207363824,0.32317023122336413,0.3415325777282299
19,chebyshev,glass,reverse_distance,4,0.5381146080004074,0.3523264972960095,0.34947887337046374,0.3762825671204154
19,chebyshev,glass,reverse_distance,5,0.5139392261485285,0.3165876848779148,0.2943584656084656,0.3478174603174603
19,chebyshev,glass,reverse_distance,6,0.5536829399058502,0.32753656934066727,0.3125589302672636,0.3542346542346542
21,chebyshev,glass,reverse_distance,2,0.4436435124508519,0.24063630033440558,0.22389568329689918,0.2672096908939014
21,chebyshev,glass,reverse_distance,3,0.48533070731478567,0.3008645371535355,0.2760356541606541,0.3384604029893885
21,chebyshev,glass,reverse_distance,4,0.47673019631808117,0.28119768877607815,0.25509680134680135,0.31605566203089425
21,chebyshev,glass,reverse_distance,5,0.5453245075338098,0.36293836682340247,0.3694500407000407,0.3825198412698413
21,chebyshev,glass,reverse_distance,6,0.5226416431911788,0.3220542112208779,0.30715642382309044,0.3522889147889148
23,chebyshev,glass,reverse_distance,2,0.3829619921363041,0.2227125558416408,0.20126810414088114,0.2508980785296575
23,chebyshev,glass,reverse_distance,3,0.46788368282550774,0.29148636629027386,0.29647704137414926,0.32481749865807835
23,chebyshev,glass,reverse_distance,4,0.4637537239324727,0.27143442574283394,0.24404830009807127,0.31084297754189394
23,chebyshev,glass,reverse_distance,5,0.4857003590724521,0.32112766285299493,0.32187068349607045,0.3446031746031746
23,chebyshev,glass,reverse_distance,6,0.49503683249813285,0.30250027079737224,0.2994984817288739,0.33193149443149444
25,chebyshev,glass,reverse_distance,2,0.3743119266055046,0.19006877343031847,0.17798902473728928,0.2077276524644946
25,chebyshev,glass,reverse_distance,3,0.4717896095728306,0.27362341343139773,0.24456266892769232,0.31464800363351086
25,chebyshev,glass,reverse_distance,4,0.4583428818781351,0.2847837360306761,0.28264104475488916,0.31649384900158894
25,chebyshev,glass,reverse_distance,5,0.5081819859726836,0.29002364186882934,0.26175398947457773,0.3319047619047619
25,chebyshev,glass,reverse_distance,6,0.4377203732370141,0.2591292265954935,0.23465105382997542,0.29639989639989645
27,chebyshev,glass,reverse_distance,2,0.33337702053298385,0.17554660537217504,0.15621415232759772,0.20250626566416038
27,chebyshev,glass,reverse_distance,3,0.420799243824351,0.24770564407661044,0.22261655650402454,0.2830170527271976
27,chebyshev,glass,reverse_distance,4,0.4578304433071067,0.2745761366438328,0.2540276727622037,0.3126282311170082
27,chebyshev,glass,reverse_distance,5,0.4677519379844961,0.29571560714072,0.2798636575842458,0.32744047619047617
27,chebyshev,glass,reverse_distance,6,0.46922183406316537,0.3056378902068557,0.296260619444959,0.33649313649313645
29,chebyshev,glass,reverse_distance,2,0.290519877675841,0.15723962496352403,0.15159642521561126,0.16791979949874686
29,chebyshev,glass,reverse_distance,3,0.42516766613521056,0.2484770309665488,0.22590708454016717,0.28146672034353193
29,chebyshev,glass,reverse_distance,4,0.4341548264711125,0.2678120102924922,0.24888520754748822,0.3016047062099694
29,chebyshev,glass,reverse_distance,5,0.473446088794926,0.2738643179036917,0.2528388408503498,0.3096230158730159
29,chebyshev,glass,reverse_distance,6,0.47249963779569043,0.28109744054305374,0.2723083652005221,0.31865125615125617
3,euclidean,glass,reverse_distance,2,0.51913499344692,0.3838523235940492,0.3843888452817024,0.394016290726817
3,euclidean,glass,reverse_distance,3,0.5983340964969869,0.44264560602795894,0.4580662502863641,0.45072721829968204
3,euclidean,glass,reverse_distance,4,0.6162901357166501,0.5155087271004806,0.5626346516867617,0.517469992382918
3,euclidean,glass,reverse_distance,5,0.6166881438974463,0.5321847786411353,0.5680877401465636,0.544861111111111
3,euclidean,glass,reverse_distance,6,0.6545627961552883,0.5165351537484154,0.5212396765028343,0.5572002072002072
5,euclidean,glass,reverse_distance,2,0.5695937090432504,0.3731019532485864,0.3688375658579147,0.3926900584795322
5,euclidean,glass,reverse_distance,3,0.55293597332789,0.3686035512600263,0.4082382292150795,0.3765410421569842
5,euclidean,glass,reverse_distance,4,0.5738643597382426,0.3718803556200405,0.3621306230001883,0.39543763411797467
5,euclidean,glass,reverse_distance,5,0.5743523272593041,0.4274318971594539,0.46342296807080086,0.42388888888888887
5,euclidean,glass,reverse_distance,6,0.6043529500863093,0.3897175728976496,0.39335585483869795,0.4152583527583527
7,euclidean,glass,reverse_distance,2,0.5611183923110529,0.42951287090520074,0.49447207884707883,0.42485554163185746
7,euclidean,glass,reverse_distance,3,0.5795271695455406,0.37688005643466943,0.39819660255650596,0.391448036665428
7,euclidean,glass,reverse_distance,4,0.5898836350673491,0.40330827829364796,0.4160974442224442,0.41715194849869774
7,euclidean,glass,reverse_distance,5,0.571358099265076,0.3846029873185045,0.39915401964163577,0.39087301587301587
7,euclidean,glass,reverse_distance,6,0.5729453331040019,0.37628466821108403,0.3663622616537993,0.40792540792540793
9,euclidean,glass,reverse_distance,2,0.5844036697247706,0.39701389237709794,0.3947095353893302,0.4145258980785297
9,euclidean,glass,reverse_distance,3,0.5700832492014366,0.4219992341245253,0.4520488422370142,0.4291075188901276
9,euclidean,glass,reverse_distance,4,0.5747985257046826,0.35977329809566655,0.38246573895374203,0.3773315539666159
9,euclidean,glass,reverse_distance,5,0.576584952515185,0.38967699812020296,0.41226255226255226,0.40136904761904757
9,euclidean,glass,reverse_distance,6,0.5760869228361488,0.356914185967361,0.354786338174496,0.3810055685055685
11,euclidean,glass,reverse_distance,2,0.6173875054608999,0.37342242446902,0.40866487045376365,0.40110693400167086
11,euclidean,glass,reverse_distance,3,0.6019678588570199,0.3930656550638709,0.38320097106328993,0.41429363309798095
11,euclidean,glass,reverse_distance,4,0.5788805286074403,0.36775432856144213,0.38411596119929453,0.38572851655282
11,euclidean,glass,reverse_distance,5,0.556471693680996,0.37582545709901777,0.39080752671438945,0.3914285714285714
11,euclidean,glass,reverse_distance,6,0.5958760133972983,0.4001035893513647,0.41821875103931344,0.4197779072779073
13,euclidean,glass,reverse_distance,2,0.5470074268239407,0.3379361315713096,0.37431364120976135,0.3594193817878028
13,euclidean,glass,reverse_distance,3,0.6087305921966056,0.38731616079514813,0.4050033937964972,0.40949357942111564
13,euclidean,glass,reverse_distance,4,0.5644303974740916,0.3743863936988171,0.38666148666148664,0.39944146518256424
13,euclidean,glass,reverse_distance,5,0.5797535152186315,0.37361785275530013,0.3688264895330112,0.4057936507936509
13,euclidean,glass,reverse_distance,6,0.580786475329819,0.4088326053862909,0.43036375580235225,0.41804908054908047
15,euclidean,glass,reverse_distance,2,0.5196592398427261,0.31932458482496284,0.3044231160275816,0.3454678362573099
15,euclidean,glass,reverse_distance,3,0.5891347563117312,0.3504716897187043,0.33162698926587814,0.3799874065816094
15,euclidean,glass,reverse_distance,4,0.5957750872100425,0.3331486147673045,0.30908685819011905,0.3706741834160565
15,euclidean,glass,reverse_distance,5,0.6310983590053357,0.41108330447888014,0.4440623150499311,0.42779761904761904
15,euclidean,glass,reverse_distance,6,0.6067865950315641,0.35451580348132067,0.33050128883462215,0.39143356643356647
17,euclidean,glass,reverse_distance,2,0.4723896898208825,0.27820881803999475,0.25365025237148,0.31311612364243946
17,euclidean,glass,reverse_distance,3,0.5662315714367153,0.33791408442708676,0.3195161964380849,0.3665857384697964
17,euclidean,glass,reverse_distance,4,0.5786720520459349,0.3759198394684408,0.3707691004558293,0.40015991776827686
17,euclidean,glass,reverse_distance,5,0.6098046914325984,0.3578229531906002,0.3340312552371376,0.3968452380952381
17,euclidean,glass,reverse_distance,6,0.635767152601518,0.38510405130282027,0.3674291351922931,0.42170422170422167
19,euclidean,glass,reverse_distance,2,0.4302315421581477,0.2524101566379074,0.2314983520672375,0.279344193817878
19,euclidean,glass,reverse_distance,3,0.5516845688309252,0.35863740826146845,0.36556035263024506,0.37766361121433584
19,euclidean,glass,reverse_distance,4,0.5946594988923688,0.364230534182862,0.3505088399660768,0.39300533810015237
19,euclidean,glass,reverse_distance,5,0.597450082217524,0.3590010695608419,0.3455450513538749,0.3865873015873016
19,euclidean,glass,reverse_distance,6,0.6148609910219817,0.3760438635438636,0.373292094615624,0.4022468272468273
21,euclidean,glass,reverse_distance,2,0.4376583660987331,0.25205586240069,0.22790085301695207,0.28918128654970765
21,euclidean,glass,reverse_distance,3,0.5190652992245154,0.2986286838943844,0.270711181451124,0.33798082084313963
21,euclidean,glass,reverse_distance,4,0.5607971761770173,0.32204807985757855,0.30651343142151966,0.3558661768801088
21,euclidean,glass,reverse_distance,5,0.5951632605120977,0.333701650184098,0.30329238127999736,0.37412698412698414
21,euclidean,glass,reverse_distance,6,0.6019977988824738,0.3722794801338863,0.37705330707781687,0.3976787101787102
23,euclidean,glass,reverse_distance,2,0.345391000436872,0.18590583942908984,0.17420339835927257,0.21019214703425226
23,euclidean,glass,reverse_distance,3,0.5142343813501192,0.29195676249828617,0.26916971916971916,0.3278493125232256
23,euclidean,glass,reverse_distance,4,0.5194869885162834,0.29824171038598823,0.2736301892551892,0.3352829070224581
23,euclidean,glass,reverse_distance,5,0.5758757005268633,0.32741470269262873,0.3069669264916943,0.36228174603174607
23,euclidean,glass,reverse_distance,6,0.5895843599016973,0.34542883473887054,0.3297749054876248,0.37762561512561515
