Data_set,Cv,Number_of_est,Max_depth,Accuracy,F-score,Max_feature
wine.data,8,10,1,0.8595896856766423,0.8401987506960418,10
wine.data,2,20,1,0.9046717171717171,0.9042140020655447,10
wine.data,4,20,1,0.851421188630491,0.8181628462333612,10
wine.data,6,20,1,0.8384920634920635,0.8365872817649637,10
wine.data,8,20,1,0.903809053265575,0.899527735479748,10
wine.data,2,30,1,0.8650252525252525,0.8608219453108553,10
wine.data,4,30,1,0.9214470284237726,0.9217679019141695,10
wine.data,6,30,1,0.8829365079365079,0.8739842760409683,10
wine.data,8,30,1,0.9496047430830039,0.9486509008277585,10
wine.data,2,40,1,0.9438131313131313,0.9452907971075948,10
wine.data,4,40,1,0.9042635658914728,0.9038801275176163,10
wine.data,6,40,1,0.892063492063492,0.884129284634624,10
wine.data,8,40,1,0.8650715226802184,0.8642538182205365,10
wine.data,2,50,1,0.8869949494949495,0.8779786614882694,10
wine.data,4,50,1,0.8661498708010336,0.8592941236343219,10
wine.data,6,50,1,0.9107142857142857,0.9082909634225423,10
wine.data,8,50,1,0.926559853190288,0.9237696077285861,10
wine.data,2,60,1,0.8710858585858585,0.8710159762176566,10
wine.data,4,60,1,0.8987080103359173,0.8988134167215694,10
wine.data,6,60,1,0.8813492063492063,0.8750077101174153,10
wine.data,8,60,1,0.8991389045736873,0.8849247806000902,10
wine.data,2,10,2,0.9491161616161616,0.9493505836435258,2
wine.data,4,10,2,0.9497416020671834,0.9511037996394274,2
wine.data,6,10,2,0.9607142857142857,0.9620073179322967,2
wine.data,8,10,2,0.9663796348578957,0.9663293950058657,2
wine.data,2,20,2,0.943939393939394,0.9451254444224433,2
wine.data,4,20,2,0.9547803617571059,0.9568766001024065,2
wine.data,6,20,2,0.9722222222222222,0.972608191278268,2
wine.data,8,20,2,0.9775197628458498,0.9774965434891906,2
wine.data,2,30,2,0.9775252525252525,0.9779638505568382,2
wine.data,4,30,2,0.9770025839793282,0.978069403714565,2
wine.data,6,30,2,0.9777777777777779,0.9782916240716751,2
wine.data,8,30,2,0.9550159984942594,0.9567492420433598,2
wine.data,2,40,2,0.9606060606060607,0.9603677499313685,2
wine.data,4,40,2,0.9666666666666667,0.9661968954248367,2
wine.data,6,40,2,0.9722222222222223,0.97253100556035,2
wine.data,8,40,2,0.9547924901185771,0.9553114498160938,2
wine.data,2,50,2,0.9720959595959596,0.9730479844439209,2
wine.data,4,50,2,0.9722222222222223,0.9734804095335405,2
wine.data,6,50,2,0.9718253968253968,0.9725977347460724,2
wine.data,8,50,2,0.9712968191229061,0.9715237377002084,2
wine.data,2,60,2,0.9441919191919192,0.9445957256383122,2
wine.data,4,60,2,0.9770025839793282,0.9775825398183574,2
wine.data,6,60,2,0.9833333333333334,0.9842155571055827,2
wine.data,8,60,2,0.9774962356484096,0.9782302664655607,2
wine.data,2,10,2,0.9662878787878788,0.9660145064890944,4
wine.data,4,10,2,0.9439276485788113,0.9465086435544217,4
wine.data,6,10,2,0.9555555555555557,0.9566818060850455,4
wine.data,8,10,2,0.9434053265575004,0.9428719575488151,4
wine.data,2,20,2,0.9382575757575757,0.9414081792723379,4
wine.data,4,20,2,0.9500000000000001,0.9500674607069376,4
wine.data,6,20,2,0.9662698412698414,0.9674595874454536,4
wine.data,8,20,2,0.9834486166007905,0.9834794494720965,4
wine.data,2,30,2,0.9263888888888889,0.928624318622007,4
wine.data,4,30,2,0.9719638242894056,0.9728257515670546,4
wine.data,6,30,2,0.9662698412698413,0.9664523261014489,4
wine.data,8,30,2,0.9777667984189724,0.9788498198424669,4
wine.data,2,40,2,0.9775252525252525,0.9779763141711255,4
wine.data,4,40,2,0.9494832041343669,0.9501493839195452,4
wine.data,6,40,2,0.9773809523809525,0.9788403767304024,4
wine.data,8,40,2,0.9661325992847732,0.9681164559841031,4
wine.data,2,50,2,0.9551767676767677,0.9558273584296286,4
wine.data,4,50,2,0.960594315245478,0.962200690366013,4
wine.data,6,50,2,0.9769841269841271,0.9775080996039401,4
wine.data,8,50,2,0.9710497835497836,0.9720224628312863,4
wine.data,2,60,2,0.9660353535353536,0.9669031772694241,4
wine.data,4,60,2,0.9775193798449613,0.9781488235567932,4
wine.data,6,60,2,0.9666666666666667,0.9672400002693448,4
wine.data,8,60,2,0.9834486166007905,0.9836105275443511,4
wine.data,2,10,2,0.9381313131313131,0.94038444048612,6
wine.data,4,10,2,0.9373385012919897,0.9387494072622157,6
wine.data,6,10,2,0.9666666666666667,0.9680475520999144,6
wine.data,8,10,2,0.9498282514586862,0.9504741914861884,6
wine.data,2,20,2,0.9775252525252525,0.978015970983497,6
wine.data,4,20,2,0.9444444444444444,0.947199220604393,6
wine.data,6,20,2,0.9376984126984128,0.9401728609787119,6
wine.data,8,20,2,0.9777667984189724,0.9782506913021619,6
wine.data,2,30,2,0.9607323232323233,0.9621264570677202,6
wine.data,4,30,2,0.95,0.9517817326442853,6
wine.data,6,30,2,0.9666666666666668,0.9668359127083944,6
wine.data,8,30,2,0.9431582909843779,0.9443586549043206,6
wine.data,2,40,2,0.9492424242424242,0.9509578431117979,6
wine.data,4,40,2,0.9717054263565892,0.9719470182399991,6
wine.data,6,40,2,0.9555555555555556,0.9562504236837929,6
wine.data,8,40,2,0.9715673818934688,0.9725945827048769,6
wine.data,2,50,2,0.9662878787878788,0.9676337630017999,6
wine.data,4,50,2,0.9661498708010337,0.9671131816387984,6
wine.data,6,50,2,0.9329365079365081,0.9328573511523502,6
wine.data,8,50,2,0.9496047430830039,0.9510021400598025,6
wine.data,2,60,2,0.9662878787878788,0.9677218966694274,6
wine.data,4,60,2,0.9775193798449612,0.9782888795792022,6
wine.data,6,60,2,0.9492063492063493,0.9505580793674749,6
wine.data,8,60,2,0.9715673818934688,0.9725741578682756,6
wine.data,2,10,2,0.9215909090909091,0.9241905354919053,8
wine.data,4,10,2,0.914857881136951,0.9184331669648689,8
wine.data,6,10,2,0.9158730158730158,0.9144619830795628,8
wine.data,8,10,2,0.9216661961227179,0.9254974729432934,8
wine.data,2,20,2,0.9494949494949495,0.9505274975904257,8
wine.data,4,20,2,0.9444444444444445,0.9470429128860877,8
wine.data,6,20,2,0.9611111111111111,0.961532457993175,8
wine.data,8,20,2,0.9433817993600603,0.9452418360506596,8
wine.data,2,30,2,0.9381313131313131,0.9395529221327128,8
wine.data,4,30,2,0.9550387596899225,0.9573560834590246,8
wine.data,6,30,2,0.9492063492063493,0.952759636611658,8
wine.data,8,30,2,0.9664031620553359,0.9675337437044094,8
wine.data,2,40,2,0.9550505050505051,0.9566603939484217,8
wine.data,4,40,2,0.9439276485788114,0.9467245361223556,8
wine.data,6,40,2,0.9476190476190477,0.9487898716798973,8
wine.data,8,40,2,0.9547924901185771,0.9557810331223644,8
wine.data,2,50,2,0.9325757575757576,0.934866302372773,8
wine.data,4,50,2,0.9717054263565892,0.9726290044979657,8
wine.data,6,50,2,0.9551587301587302,0.9573400692824573,8
wine.data,8,50,2,0.9557806324110671,0.9568984453369129,8
wine.data,2,60,2,0.9217171717171717,0.9232894943362309,8
wine.data,4,60,2,0.9608527131782946,0.9628403270794779,8
wine.data,6,60,2,0.9662698412698413,0.9672097502447033,8
wine.data,8,60,2,0.9389822134387351,0.9413904450669157,8
wine.data,2,10,2,0.9041666666666667,0.9046118116394614,10
wine.data,4,10,2,0.9375968992248063,0.939927168023416,10
wine.data,6,10,2,0.9333333333333332,0.9359612586453346,10
wine.data,8,10,2,0.9379705439488049,0.9389364652232299,10
wine.data,2,20,2,0.9440656565656567,0.9459467484740334,10
wine.data,4,20,2,0.9550387596899225,0.9565095349177265,10
wine.data,6,20,2,0.9488095238095239,0.9491632980230592,10
wine.data,8,20,2,0.9379234895539243,0.940333335824822,10
wine.data,2,30,2,0.9273989898989898,0.9300611894420996,10
wine.data,4,30,2,0.9492248062015504,0.9510991177369261,10
wine.data,6,30,2,0.9547619047619048,0.9570028973766579,10
wine.data,8,30,2,0.950098814229249,0.9512255148961806,10
wine.data,2,40,2,0.9547979797979798,0.9568190761294209,10
wine.data,4,40,2,0.9497416020671835,0.9525362493694136,10
wine.data,6,40,2,0.9607142857142857,0.9624377986869573,10
wine.data,8,40,2,0.9552630340673819,0.953025644018291,10
wine.data,2,50,2,0.9271464646464647,0.9290734182612062,10
wine.data,4,50,2,0.9664082687338501,0.9665383337566483,10
wine.data,6,50,2,0.9611111111111112,0.962273009890455,10
wine.data,8,50,2,0.9661325992847732,0.967534598184753,10
wine.data,2,60,2,0.9720959595959596,0.9730612891390817,10
wine.data,4,60,2,0.9040051679586563,0.9071881545410957,10
wine.data,6,60,2,0.9500000000000001,0.9522919040978897,10
wine.data,8,60,2,0.9601802183323922,0.9611414865091336,10
wine.data,2,10,3,0.9212121212121211,0.9235119566167774,2
wine.data,4,10,3,0.9775193798449613,0.9792783182568129,2
wine.data,6,10,3,0.9777777777777779,0.9775610096568504,2
wine.data,8,10,3,0.9555335968379447,0.9570826615621507,2
wine.data,2,20,3,0.9833333333333334,0.9834662210551444,2
wine.data,4,20,3,0.9775193798449613,0.9782357635360972,2
wine.data,6,20,3,0.9777777777777779,0.9782916240716751,2
wine.data,8,20,3,0.9829310182571052,0.9831322272498744,2
wine.data,2,30,3,0.9661616161616162,0.9674073943641304,2
wine.data,4,30,3,0.9830749354005168,0.9833580040031653,2
wine.data,6,30,3,0.982936507936508,0.9835721728304848,2
wine.data,8,30,3,0.9836956521739131,0.9834794494720965,2
wine.data,2,40,3,0.9608585858585859,0.9618198173965654,2
wine.data,4,40,3,0.9828165374677003,0.9835156456909794,2
wine.data,6,40,3,0.9888888888888889,0.989036018447783,2
wine.data,8,40,3,0.9836956521739131,0.9842335972850679,2
wine.data,2,50,3,0.9608585858585859,0.9614303653800795,2
wine.data,4,50,3,0.9777777777777777,0.9776115282566895,2
wine.data,6,50,3,0.9888888888888889,0.989255605623892,2
wine.data,8,50,3,0.9780138339920948,0.9791078177784834,2
wine.data,2,60,3,0.9832070707070707,0.9833311108771684,2
wine.data,4,60,3,0.9775193798449613,0.9780503723607172,2
wine.data,6,60,3,0.9888888888888889,0.989255605623892,2
wine.data,8,60,3,0.9891304347826086,0.9891355580693816,2
wine.data,2,10,3,0.9718434343434343,0.9732903109110309,4
wine.data,4,10,3,0.9550387596899225,0.9565797345484399,4
wine.data,6,10,3,0.9611111111111111,0.9612691112549774,4
wine.data,8,10,3,0.9612154150197629,0.9629276811939351,4
wine.data,2,20,3,0.9832070707070707,0.9832876747753033,4
wine.data,4,20,3,0.9772609819121447,0.9774368451743978,4
wine.data,6,20,3,0.9777777777777779,0.9791336824584906,4
wine.data,8,20,3,0.9720614530397139,0.972425230213543,4
wine.data,2,30,3,0.9661616161616162,0.9674251367354816,4
wine.data,4,30,3,0.9777777777777779,0.9782400076579885,4
wine.data,6,30,3,0.9833333333333334,0.9835721728304848,4
wine.data,8,30,3,0.9829310182571052,0.9831322272498744,4
wine.data,2,40,3,0.9719696969696969,0.9728726502935063,4
wine.data,4,40,3,0.9664082687338501,0.9675598800740026,4
wine.data,6,40,3,0.9777777777777779,0.9782063868239664,4
wine.data,8,40,3,0.9661325992847731,0.9675581771170007,4
wine.data,2,50,3,0.9775252525252525,0.9782461873638345,4
wine.data,4,50,3,0.9772609819121447,0.9777446689300138,4
wine.data,6,50,3,0.9666666666666667,0.9677600430442895,4
wine.data,8,50,3,0.9834486166007905,0.9837858220211162,4
wine.data,2,60,3,0.9661616161616162,0.9668915701873971,4
wine.data,4,60,3,0.9772609819121447,0.9778948759910178,4
wine.data,6,60,3,0.9722222222222223,0.9732878266994568,4
wine.data,8,60,3,0.9770021645021645,0.9777789748377984,4
wine.data,2,10,3,0.9493686868686869,0.948659546662489,6
wine.data,4,10,3,0.9775193798449613,0.978151286247428,6
wine.data,6,10,3,0.9603174603174603,0.9606975684818148,6
wine.data,8,10,3,0.9439229249011858,0.9446192399075526,6
wine.data,2,20,3,0.9324494949494949,0.9341531088175571,6
wine.data,4,20,3,0.9664082687338501,0.9671711290400903,6
wine.data,6,20,3,0.9662698412698414,0.9670051440618362,6
wine.data,8,20,3,0.9555335968379447,0.9567433383609855,6
wine.data,2,30,3,0.9661616161616162,0.9674915824915825,6
wine.data,4,30,3,0.9598191214470284,0.9611012907564632,6
wine.data,6,30,3,0.9555555555555556,0.9572867167298899,6
wine.data,8,30,3,0.9775197628458498,0.9780609139742267,6
wine.data,2,40,3,0.9776515151515152,0.9781410640357401,6
wine.data,4,40,3,0.9664082687338502,0.9669846391398116,6
wine.data,6,40,3,0.9773809523809525,0.977925507858877,6
wine.data,8,40,3,0.9663796348578957,0.9671964720436084,6
wine.data,2,50,3,0.9550505050505051,0.9560565748807106,6
wine.data,4,50,3,0.9777777777777777,0.9776115282566895,6
wine.data,6,50,3,0.9773809523809525,0.977925507858877,6
wine.data,8,50,3,0.9715909090909092,0.9723479135243842,6
wine.data,2,60,3,0.9886363636363636,0.9888718199144064,6
wine.data,4,60,3,0.9775193798449613,0.9780921325101133,6
wine.data,6,60,3,0.9773809523809525,0.9776691528609688,6
wine.data,8,60,3,0.9777667984189724,0.978081338810828,6
wine.data,2,10,3,0.9606060606060607,0.9605224338071376,8
wine.data,4,10,3,0.960594315245478,0.9618316454455121,8
wine.data,6,10,3,0.9607142857142857,0.9617334867670264,8
wine.data,8,10,3,0.9601802183323922,0.9613992965095907,8
wine.data,2,20,3,0.9378787878787879,0.9383481344998339,8
wine.data,4,20,3,0.9666666666666667,0.9679183436823505,8
wine.data,6,20,3,0.982936507936508,0.9835721728304848,8
wine.data,8,20,3,0.9606978166760776,0.9629253933917247,8
wine.data,2,30,3,0.9718434343434343,0.9733287663917765,8
wine.data,4,30,3,0.9719638242894056,0.9726456129459466,8
wine.data,6,30,3,0.9611111111111111,0.9621364806006077,8
wine.data,8,30,3,0.9713203463203464,0.9716916185666186,8
wine.data,2,40,3,0.9608585858585859,0.9624545863543157,8
wine.data,4,40,3,0.960594315245478,0.9612139495145051,8
wine.data,6,40,3,0.9666666666666668,0.9673848067299406,8
wine.data,8,40,3,0.9723320158102767,0.9731044869589762,8
wine.data,2,50,3,0.9719696969696969,0.9729119275201781,8
wine.data,4,50,3,0.9722222222222222,0.9733783833338895,8
wine.data,6,50,3,0.9718253968253969,0.9728957853425032,8
wine.data,8,50,3,0.9723320158102767,0.972507403157558,8
wine.data,2,60,3,0.9547979797979798,0.956237692363548,8
wine.data,4,60,3,0.9611111111111111,0.9622222222222223,8
wine.data,6,60,3,0.965873015873016,0.9670142949967512,8
wine.data,8,60,3,0.9777667984189724,0.9784882644015771,8
wine.data,2,10,3,0.9496212121212122,0.950917326522847,10
wine.data,4,10,3,0.9378552971576227,0.9387654968733546,10
wine.data,6,10,3,0.9496031746031747,0.9506958635906004,10
wine.data,8,10,3,0.9718144174665914,0.9732595062316425,10
wine.data,2,20,3,0.9207070707070707,0.9222176773699021,10
wine.data,4,20,3,0.9777777777777777,0.9783800636803974,10
wine.data,6,20,3,0.9722222222222222,0.9722804608980407,10
wine.data,8,20,3,0.9612154150197629,0.9608511561394688,10
wine.data,2,30,3,0.9275252525252525,0.92915868732162,10
wine.data,4,30,3,0.9550387596899225,0.9557219691974741,10
wine.data,6,30,3,0.9777777777777779,0.9789932347207889,10
wine.data,8,30,3,0.9609448522492001,0.9608847665349214,10
wine.data,2,40,3,0.9101010101010101,0.9127283405943594,10
wine.data,4,40,3,0.9661498708010337,0.9669007698694753,10
wine.data,6,40,3,0.9722222222222222,0.9730601879935573,10
wine.data,8,40,3,0.9655914737436477,0.9662261800806693,10
wine.data,2,50,3,0.9717171717171718,0.9719279892921744,10
wine.data,4,50,3,0.960594315245478,0.9625267094017094,10
wine.data,6,50,3,0.9547619047619049,0.955232809928821,10
wine.data,8,50,3,0.9606978166760776,0.9615053623277308,10
wine.data,2,60,3,0.932070707070707,0.9315751916173735,10
wine.data,4,60,3,0.9608527131782946,0.9620381641305554,10
wine.data,6,60,3,0.9718253968253969,0.9722700043658451,10
wine.data,8,60,3,0.9547689629211368,0.9564437239746837,10
wine.data,2,10,5,0.9829545454545454,0.9825495415557528,2
wine.data,4,10,5,0.9664082687338501,0.9671651030276556,2
wine.data,6,10,5,0.9666666666666667,0.9671752436884576,2
wine.data,8,10,5,0.9664031620553359,0.9678299777564483,2
wine.data,2,20,5,0.9718434343434343,0.9720888142436183,2
wine.data,4,20,5,0.9487080103359173,0.950395733196067,2
wine.data,6,20,5,0.9722222222222223,0.9729285384187344,2
wine.data,8,20,5,0.9772727272727273,0.977280399339223,2
wine.data,2,30,5,0.9720959595959596,0.9730479844439209,2
wine.data,4,30,5,0.9830749354005168,0.9832179479807563,2
wine.data,6,30,5,0.982936507936508,0.9836008891224935,2
wine.data,8,30,5,0.983201581027668,0.9841443729988621,2
wine.data,2,40,5,0.9718434343434343,0.9727245484021532,2
wine.data,4,40,5,0.9888888888888889,0.9892165898617512,2
wine.data,6,40,5,0.9833333333333334,0.983352585654376,2
wine.data,8,40,5,0.9829310182571052,0.9834590246354953,2
wine.data,2,50,5,0.9662878787878788,0.9675810547655732,2
wine.data,4,50,5,0.9830749354005168,0.983761083071428,2
wine.data,6,50,5,0.9888888888888889,0.989255605623892,2
wine.data,8,50,5,0.9943181818181819,0.9947712418300654,2
wine.data,2,60,5,0.9829545454545454,0.983045788009107,2
wine.data,4,60,5,0.9888888888888889,0.9892165898617512,2
wine.data,6,60,5,0.9833333333333334,0.9835721728304848,2
wine.data,8,60,5,0.9883658008658008,0.9887883358471594,2
wine.data,2,10,5,0.9775252525252525,0.9787745092377642,4
wine.data,4,10,5,0.9608527131782946,0.9606480644010835,4
wine.data,6,10,5,0.9714285714285715,0.9715743086176523,4
wine.data,8,10,5,0.960450781102955,0.9609132468265595,4
wine.data,2,20,5,0.9830808080808081,0.9833517142714856,4
wine.data,4,20,5,0.9775193798449613,0.9779634323814133,4
wine.data,6,20,5,0.9722222222222223,0.9723331844815221,4
wine.data,8,20,5,0.9552630340673819,0.9554481058157529,4
wine.data,2,30,5,0.9717171717171718,0.971521431188707,4
wine.data,4,30,5,0.9777777777777777,0.9783781033781034,4
wine.data,6,30,5,0.9773809523809525,0.9780322610672142,4
wine.data,8,30,5,0.9886128364389234,0.9891151332327803,4
wine.data,2,40,5,0.9661616161616162,0.9674470511765019,4
wine.data,4,40,5,0.9666666666666667,0.9673634723189785,4
wine.data,6,40,5,0.9888888888888889,0.989255605623892,4
wine.data,8,40,5,0.9715673818934689,0.9721989858696516,4
wine.data,2,50,5,0.9609848484848484,0.9619483320337359,4
wine.data,4,50,5,0.9830749354005168,0.9832179479807563,4
wine.data,6,50,5,0.9833333333333334,0.9835721728304848,4
wine.data,8,50,5,0.9774962356484096,0.9781758002346238,4
wine.data,2,60,5,0.9776515151515152,0.9787618802562473,4
wine.data,4,60,5,0.9775193798449613,0.9775746813475008,4
wine.data,6,60,5,0.9773809523809525,0.9780166172749293,4
wine.data,8,60,5,0.9774962356484096,0.9780609139742267,4
wine.data,2,10,5,0.9717171717171718,0.9719254797244474,6
wine.data,4,10,5,0.9603359173126615,0.9603287384248802,6
wine.data,6,10,5,0.9666666666666668,0.9677796392347475,6
wine.data,8,10,5,0.9770021645021645,0.9779034690799397,6
wine.data,2,20,5,0.9380050505050506,0.9394639937695111,6
wine.data,4,20,5,0.9717054263565891,0.9712972755048777,6
wine.data,6,20,5,0.9888888888888889,0.989255605623892,6
wine.data,8,20,5,0.9777667984189724,0.9772201654554596,6
wine.data,2,30,5,0.9496212121212122,0.9497917764588522,6
wine.data,4,30,5,0.9603359173126614,0.9613817713817714,6
wine.data,6,30,5,0.9666666666666667,0.9675202762302866,6
wine.data,8,30,5,0.983201581027668,0.9831526520864756,6
wine.data,2,40,5,0.9719696969696969,0.9718215215341848,6
wine.data,4,40,5,0.9833333333333334,0.9833622481250566,6
wine.data,6,40,5,0.9595238095238096,0.9601342916027485,6
wine.data,8,40,5,0.9720849802371542,0.97254011647394,6
wine.data,2,50,5,0.9718434343434343,0.972267474170271,6
wine.data,4,50,5,0.9777777777777777,0.9783862433862435,6
wine.data,6,50,5,0.9777777777777779,0.9772501995967469,6
wine.data,8,50,5,0.9777667984189724,0.9781818918525576,6
wine.data,2,60,5,0.9549242424242425,0.9572646325838433,6
wine.data,4,60,5,0.9555555555555555,0.955982700582243,6
wine.data,6,60,5,0.965873015873016,0.9669580502381013,6
wine.data,8,60,5,0.9723320158102766,0.9738790596085488,6
wine.data,2,10,5,0.9717171717171718,0.9708109913759164,8
wine.data,4,10,5,0.955297157622739,0.9570261938813935,8
wine.data,6,10,5,0.9662698412698413,0.9666416697690533,8
wine.data,8,10,5,0.966109072087333,0.9665754470417783,8
wine.data,2,20,5,0.9720959595959596,0.9736067141719347,8
wine.data,4,20,5,0.9608527131782946,0.9627146860981841,8
wine.data,6,20,5,0.9666666666666667,0.9677744607569169,8
wine.data,8,20,5,0.9493341803124412,0.9504828640858053,8
wine.data,2,30,5,0.9661616161616162,0.9669484096006344,8
wine.data,4,30,5,0.9719638242894056,0.9727628943315217,8
wine.data,6,30,5,0.9722222222222223,0.9734232961998027,8
wine.data,8,30,5,0.9718144174665914,0.9721806057719371,8
wine.data,2,40,5,0.9039141414141414,0.9035522270404419,8
wine.data,4,40,5,0.9719638242894058,0.9723638978816228,8
wine.data,6,40,5,0.9777777777777779,0.9785694950302121,8
wine.data,8,40,5,0.9715673818934688,0.9726747109100051,8
wine.data,2,50,5,0.9607323232323233,0.9609795705931343,8
wine.data,4,50,5,0.9494832041343669,0.9502770252998448,8
