Data_set,Cv,Number_of_est,Max_depth,Accuracy,F-score,Max_feature
wine.data,6,50,5,0.9722222222222223,0.9726709882450898,8
wine.data,8,50,5,0.9720849802371542,0.97254011647394,8
wine.data,2,60,5,0.9717171717171718,0.9725521296587034,8
wine.data,4,60,5,0.9714470284237726,0.9718115630573918,8
wine.data,6,60,5,0.9722222222222223,0.97253100556035,8
wine.data,8,60,5,0.9658855637116507,0.966442324230637,8
wine.data,2,10,5,0.9603535353535353,0.9613219286861137,10
wine.data,4,10,5,0.960594315245478,0.961969333154678,10
wine.data,6,10,5,0.9551587301587302,0.956365439387044,10
wine.data,8,10,5,0.9555335968379446,0.9563279832339431,10
wine.data,2,20,5,0.9330808080808081,0.9355187992883471,10
wine.data,4,20,5,0.9664082687338501,0.9671408667960393,10
wine.data,6,20,5,0.9492063492063493,0.9498361483402089,10
wine.data,8,20,5,0.9666501976284585,0.9677751757473121,10
wine.data,2,30,5,0.9327020202020202,0.9363677009598008,10
wine.data,4,30,5,0.9775193798449613,0.978109668109668,10
wine.data,6,30,5,0.9607142857142857,0.9610789227847379,10
wine.data,8,30,5,0.9557806324110671,0.957564820800115,10
wine.data,2,40,5,0.9270202020202021,0.9274137679699468,10
wine.data,4,40,5,0.955297157622739,0.9569974400935818,10
wine.data,6,40,5,0.9718253968253969,0.9724503323893102,10
wine.data,8,40,5,0.9666501976284585,0.9676901461827933,10
wine.data,2,50,5,0.9662878787878788,0.9676059665865064,10
wine.data,4,50,5,0.9772609819121447,0.9774579440957525,10
wine.data,6,50,5,0.9777777777777779,0.9785914702581368,10
wine.data,8,50,5,0.9718144174665915,0.9724048053769416,10
wine.data,2,60,5,0.9554292929292929,0.9562136354545308,10
wine.data,4,60,5,0.9434108527131783,0.9433186301338682,10
wine.data,6,60,5,0.9833333333333334,0.983352585654376,10
wine.data,8,60,5,0.9718379446640317,0.9730039339172467,10
wine.data,2,10,8,0.9720959595959596,0.9723362481972687,2
wine.data,4,10,8,0.955297157622739,0.9556733111910363,2
wine.data,6,10,8,0.9773809523809525,0.9776749631965677,2
wine.data,8,10,8,0.9777667984189724,0.977480208130363,2
wine.data,2,20,8,0.9661616161616162,0.9668402295004631,2
wine.data,4,20,8,0.9777777777777777,0.9774868074670072,2
wine.data,6,20,8,0.9888888888888889,0.989255605623892,2
wine.data,8,20,8,0.9777432712215322,0.9786780417295123,2
wine.data,2,30,8,0.9603535353535353,0.9609894958724781,2
wine.data,4,30,8,0.9830749354005168,0.9839562289562289,2
wine.data,6,30,8,0.9722222222222223,0.9735348839086444,2
wine.data,8,30,8,0.9831780538302277,0.9834590246354953,2
wine.data,2,40,8,0.9773989898989899,0.9772970096245137,2
wine.data,4,40,8,0.9775193798449613,0.9778948759910178,2
wine.data,6,40,8,0.9825396825396826,0.9832106433555708,2
wine.data,8,40,8,0.9886128364389234,0.9891151332327803,2
wine.data,2,50,8,0.9832070707070707,0.9839979953333992,2
wine.data,4,50,8,0.9833333333333334,0.9832010931812929,2
wine.data,6,50,8,0.9833333333333334,0.9835721728304848,2
wine.data,8,50,8,0.9770021645021645,0.9774965434891906,2
wine.data,2,60,8,0.9830808080808081,0.9837921616368723,2
wine.data,4,60,8,0.9888888888888889,0.9892165898617512,2
wine.data,6,60,8,0.9888888888888889,0.989255605623892,2
wine.data,8,60,8,0.9886363636363636,0.9891151332327803,2
wine.data,2,10,8,0.9550505050505051,0.955940021540689,4
wine.data,4,10,8,0.9719638242894056,0.9726909480989178,4
wine.data,6,10,8,0.9722222222222222,0.9735348839086444,4
wine.data,8,10,8,0.9601802183323922,0.9602657436732513,4
wine.data,2,20,8,0.9829545454545454,0.983045788009107,4
wine.data,4,20,8,0.9777777777777779,0.9788913486541571,4
wine.data,6,20,8,0.9777777777777779,0.9785112112477842,4
wine.data,8,20,8,0.9718379446640316,0.9723479135243842,4
wine.data,2,30,8,0.9886363636363636,0.9888718199144064,4
wine.data,4,30,8,0.9830749354005168,0.9832889670617866,4
wine.data,6,30,8,0.9722222222222223,0.9732878266994568,4
wine.data,8,30,8,0.9829310182571052,0.9837170225715117,4
wine.data,2,40,8,0.9717171717171718,0.972033506943331,4
wine.data,4,40,8,0.9722222222222222,0.9730839432547214,4
wine.data,6,40,8,0.9777777777777779,0.9785694950302121,4
wine.data,8,40,8,0.977249200075287,0.9782812163326869,4
wine.data,2,50,8,0.9772727272727273,0.9783029001074113,4
wine.data,4,50,8,0.9830749354005168,0.9837646580750029,4
wine.data,6,50,8,0.9777777777777779,0.9784340255298662,4
wine.data,8,50,8,0.9774962356484096,0.9781758002346238,4
wine.data,2,60,8,0.9829545454545454,0.983045788009107,4
wine.data,4,60,8,0.9722222222222222,0.9724857127860465,4
wine.data,6,60,8,0.9825396825396826,0.9832106433555708,4
wine.data,8,60,8,0.9770021645021645,0.9775066436831144,4
wine.data,2,10,8,0.9210858585858586,0.9226923353552552,6
wine.data,4,10,8,0.9833333333333334,0.9841754201680672,6
wine.data,6,10,8,0.9654761904761906,0.9658937905421281,6
wine.data,8,10,8,0.9606978166760776,0.9601910888675596,6
wine.data,2,20,8,0.9607323232323233,0.9621565631624543,6
wine.data,4,20,8,0.9772609819121447,0.977717086834734,6
wine.data,6,20,8,0.9650793650793651,0.9660193535843017,6
wine.data,8,20,8,0.9718379446640317,0.9724191385956092,6
wine.data,2,30,8,0.9553030303030303,0.9568504426252611,6
wine.data,4,30,8,0.9555555555555555,0.9565306547564612,6
wine.data,6,30,8,0.9722222222222222,0.97253100556035,6
wine.data,8,30,8,0.9650974025974026,0.9662593669946611,6
wine.data,2,40,8,0.9661616161616162,0.9668743286788399,6
wine.data,4,40,8,0.9777777777777777,0.9783862433862434,6
wine.data,6,40,8,0.9722222222222222,0.9732797751696661,6
wine.data,8,40,8,0.9715673818934689,0.9727633563546876,6
wine.data,2,50,8,0.9775252525252525,0.9775358668057387,6
wine.data,4,50,8,0.9719638242894056,0.9729126915463586,6
wine.data,6,50,8,0.9718253968253969,0.9727425412066683,6
wine.data,8,50,8,0.9774962356484096,0.9781614670159562,6
wine.data,2,60,8,0.9606060606060607,0.962249301484714,6
wine.data,4,60,8,0.9772609819121447,0.977717086834734,6
wine.data,6,60,8,0.9777777777777779,0.9782063868239664,6
wine.data,8,60,8,0.9767316017316017,0.9775132275132274,6
wine.data,2,10,8,0.9329545454545455,0.9314169481675202,8
wine.data,4,10,8,0.9497416020671835,0.9517105314571552,8
wine.data,6,10,8,0.9666666666666667,0.9673583201396502,8
wine.data,8,10,8,0.960450781102955,0.9605059786561334,8
wine.data,2,20,8,0.9553030303030303,0.9570966164243475,8
wine.data,4,20,8,0.9497416020671835,0.9498127807181684,8
wine.data,6,20,8,0.9777777777777779,0.9784259740000755,8
wine.data,8,20,8,0.9772727272727273,0.9786576168929111,8
wine.data,2,30,8,0.904419191919192,0.9048287161899689,8
wine.data,4,30,8,0.9664082687338501,0.9663130356233806,8
wine.data,6,30,8,0.9440476190476191,0.9456640444691028,8
wine.data,8,30,8,0.9599567099567099,0.9611267673961172,8
wine.data,2,40,8,0.9330808080808081,0.9357155896803773,8
wine.data,4,40,8,0.9664082687338501,0.9667508611460224,8
wine.data,6,40,8,0.9662698412698414,0.9670868940846956,8
wine.data,8,40,8,0.9777667984189724,0.978081338810828,8
wine.data,2,50,8,0.9829545454545454,0.9835803973330626,8
wine.data,4,50,8,0.9830749354005168,0.9833013129564854,8
wine.data,6,50,8,0.9666666666666667,0.9678712054361537,8
wine.data,8,50,8,0.9554865424430642,0.95754477004477,8
wine.data,2,60,8,0.9440656565656567,0.9455457880091069,8
wine.data,4,60,8,0.9833333333333333,0.9835023041474655,8
wine.data,6,60,8,0.9777777777777779,0.9782063868239667,8
wine.data,8,60,8,0.9769786373047242,0.9774965434891906,8
wine.data,2,10,8,0.9492424242424242,0.951231666131768,10
wine.data,4,10,8,0.9608527131782946,0.9618952521955859,10
wine.data,6,10,8,0.9547619047619048,0.9535044034825297,10
wine.data,8,10,8,0.966109072087333,0.9650487713181212,10
wine.data,2,20,8,0.9159090909090909,0.919324801671735,10
wine.data,4,20,8,0.9772609819121447,0.9777548199686088,10
wine.data,6,20,8,0.9718253968253968,0.9722700043658451,10
wine.data,8,20,8,0.9775197628458498,0.9783695191976927,10
wine.data,2,30,8,0.9103535353535352,0.9113395107361832,10
wine.data,4,30,8,0.9552971576227389,0.9567033815759454,10
wine.data,6,30,8,0.9773809523809525,0.9779534371592522,10
wine.data,8,30,8,0.9728260869565217,0.973705474092471,10
wine.data,2,40,8,0.9210858585858586,0.9235552447510649,10
wine.data,4,40,8,0.9775193798449612,0.9780349320134267,10
wine.data,6,40,8,0.9603174603174605,0.9622399776081294,10
wine.data,8,40,8,0.9777667984189724,0.9781635117548431,10
wine.data,2,50,8,0.9662878787878788,0.9670479859596146,10
wine.data,4,50,8,0.9777777777777777,0.9788782439970896,10
wine.data,6,50,8,0.9662698412698413,0.9680096829430522,10
wine.data,8,50,8,0.9619565217391304,0.962552146927147,10
wine.data,2,60,8,0.9662878787878788,0.9665503719348527,10
wine.data,4,60,8,0.9717054263565891,0.9727690605203747,10
wine.data,6,60,8,0.9718253968253969,0.9729147785288136,10
wine.data,8,60,8,0.9725790513833992,0.9726247651557249,10
diabetes.data,2,10,1,0.69921875,0.5646700279231769,2
diabetes.data,4,10,1,0.69140625,0.539647542095292,2
diabetes.data,6,10,1,0.7003562349946083,0.5506542998259213,2
diabetes.data,8,10,1,0.6836272381985893,0.5016482871850806,2
diabetes.data,2,20,1,0.7109375,0.5854892432293654,2
diabetes.data,4,20,1,0.6979166666666666,0.5359472953444431,2
diabetes.data,6,20,1,0.6927055516134611,0.5324949353700866,2
diabetes.data,8,20,1,0.6887276180141074,0.5266718068320015,2
diabetes.data,2,30,1,0.6809895833333334,0.4930765089535345,2
diabetes.data,4,30,1,0.6888020833333333,0.5189519391494078,2
diabetes.data,6,30,1,0.679695129860221,0.4968155716714515,2
diabetes.data,8,30,1,0.6732365708084644,0.46852947427176905,2
diabetes.data,2,40,1,0.67578125,0.47959631632515426,2
diabetes.data,4,40,1,0.671875,0.4716059490914123,2
diabetes.data,6,40,1,0.6861749476082931,0.5131546431451726,2
diabetes.data,8,40,1,0.6861502984264786,0.5060849321710224,2
diabetes.data,2,50,1,0.6861979166666667,0.5089934481259903,2
diabetes.data,4,50,1,0.6875,0.5118037789205088,2
diabetes.data,6,50,1,0.6849648199861645,0.5072889064162788,2
diabetes.data,8,50,1,0.6808871405317417,0.48990635488285067,2
diabetes.data,2,60,1,0.6796875,0.5028632775327544,2
diabetes.data,4,60,1,0.6692708333333333,0.4598039427843327,2
diabetes.data,6,60,1,0.6835815104325622,0.5091786723941228,2
diabetes.data,8,60,1,0.6875203472599023,0.5114654893288908,2
diabetes.data,2,10,1,0.7317708333333334,0.6453404769338056,4
diabetes.data,4,10,1,0.734375,0.6557720093912243,4
diabetes.data,6,10,1,0.7266332351624651,0.6345082132266361,4
diabetes.data,8,10,1,0.7268583830710797,0.624879589392769,4
diabetes.data,2,20,1,0.7252604166666667,0.6370614757177454,4
diabetes.data,4,20,1,0.7304687500000001,0.6378993366023629,4
diabetes.data,6,20,1,0.7370503786953956,0.6559771143696281,4
diabetes.data,8,20,1,0.743773738469886,0.6759934100238775,4
diabetes.data,2,30,1,0.734375,0.6590038362420996,4
diabetes.data,4,30,1,0.7447916666666667,0.66407908513357,4
diabetes.data,6,30,1,0.730436958915746,0.6419367235917599,4
diabetes.data,8,30,1,0.7367878459034183,0.647031204418957,4
diabetes.data,2,40,1,0.7395833333333333,0.6566901276782597,4
diabetes.data,4,40,1,0.7408854166666666,0.6632349055366749,4
diabetes.data,6,40,1,0.7330318266902683,0.6499662759192022,4
diabetes.data,8,40,1,0.7291101465002714,0.637476639871033,4
diabetes.data,2,50,1,0.7317708333333333,0.6423655416141106,4
diabetes.data,4,50,1,0.7252604166666666,0.6245231252808876,4
diabetes.data,6,50,1,0.7160836022859062,0.6084572145389814,4
diabetes.data,8,50,1,0.7239283776451437,0.6307473409071749,4
diabetes.data,2,60,1,0.7239583333333333,0.6270751382881341,4
diabetes.data,4,60,1,0.7330729166666666,0.6443127860595979,4
diabetes.data,6,60,1,0.7318516621650492,0.6440553373078396,4
diabetes.data,8,60,1,0.7290558871405317,0.6434368821595734,4
diabetes.data,2,10,1,0.7317708333333333,0.6679129560834394,6
diabetes.data,4,10,1,0.7174479166666667,0.6629987239324618,6
diabetes.data,6,10,1,0.7421874205222894,0.6851379620528006,6
diabetes.data,8,10,1,0.7433396635919697,0.6801066104971463,6
diabetes.data,2,20,1,0.7369791666666667,0.6670182515023982,6
diabetes.data,4,20,1,0.7473958333333334,0.6824759799768418,6
diabetes.data,6,20,1,0.738260347362103,0.681461309246378,6
diabetes.data,8,20,1,0.742186652197504,0.6849291141910638,6
diabetes.data,2,30,1,0.7330729166666667,0.6494845339009789,6
diabetes.data,4,30,1,0.7421874999999999,0.68023435178735,6
diabetes.data,6,30,1,0.7422380478239639,0.673579134929858,6
diabetes.data,8,30,1,0.7330032555615844,0.6648964081399422,6
diabetes.data,2,40,1,0.74609375,0.6892368865694289,6
diabetes.data,4,40,1,0.7486979166666667,0.6892815522600901,6
diabetes.data,6,40,1,0.7524509336405624,0.7001221294846393,6
diabetes.data,8,40,1,0.7410607704829082,0.681438276687054,6
diabetes.data,2,50,1,0.75390625,0.6994601813755581,6
diabetes.data,4,50,1,0.7473958333333333,0.693447936693891,6
diabetes.data,6,50,1,0.7395627486062789,0.6750570391309467,6
diabetes.data,8,50,1,0.7446554530656538,0.6864304731044573,6
diabetes.data,2,60,1,0.7421875,0.6932141226896184,6
diabetes.data,4,60,1,0.7369791666666666,0.6784419523761911,6
diabetes.data,6,60,1,0.7408345509318602,0.680719569163736,6
diabetes.data,8,60,1,0.7446825827455236,0.6807118585243281,6
diabetes.data,2,10,1,0.7447916666666666,0.692544687925341,8
diabetes.data,4,10,1,0.7356770833333334,0.6657707416118361,8
diabetes.data,6,10,1,0.7370292376243667,0.6822472215784988,8
diabetes.data,8,10,1,0.7292729245794899,0.6771913713265927,8
diabetes.data,2,20,1,0.7317708333333333,0.67070510094511,8
diabetes.data,4,20,1,0.7343749999999999,0.6808657926206856,8
diabetes.data,6,20,1,0.7343750794777106,0.6816368283110132,8
diabetes.data,8,20,1,0.7204693434617471,0.6752580688813533,8
diabetes.data,2,30,1,0.7434895833333334,0.6918773304515624,8
diabetes.data,4,30,1,0.7317708333333333,0.6766459932343406,8
diabetes.data,6,30,1,0.7356053944383406,0.6913172427310198,8
diabetes.data,8,30,1,0.742186652197504,0.6938959747457554,8
diabetes.data,2,40,1,0.7369791666666667,0.6905723107143477,8
diabetes.data,4,40,1,0.7291666666666666,0.6667596138187841,8
diabetes.data,6,40,1,0.734455351965452,0.684314500073251,8
diabetes.data,8,40,1,0.7292457948996202,0.6725585355675363,8
diabetes.data,2,50,1,0.7395833333333334,0.6952915053121995,8
diabetes.data,4,50,1,0.73046875,0.6656183404174074,8
diabetes.data,6,50,1,0.7355028681916215,0.6864509099269224,8
diabetes.data,8,50,1,0.738293543136191,0.6861779927272746,8
diabetes.data,2,60,1,0.7265625,0.6704314241695932,8
diabetes.data,4,60,1,0.7421875,0.6874066707595894,8
diabetes.data,6,60,1,0.7381788032309915,0.6897755066629184,8
diabetes.data,8,60,1,0.7396364622897449,0.6851125548431262,8
diabetes.data,2,10,1,0.7330729166666667,0.6618300288419596,10
diabetes.data,4,10,1,0.7278645833333333,0.6825398337772086,10
diabetes.data,6,10,1,0.7263280407536268,0.6816751299562701,10
diabetes.data,8,10,1,0.7371676614215952,0.6802770722925169,10
diabetes.data,2,20,1,0.7421875,0.6770252996142924,10
diabetes.data,4,20,1,0.7330729166666667,0.6862783997575583,10
diabetes.data,6,20,1,0.7354123430792082,0.6801206572276074,10
diabetes.data,8,20,1,0.73596039066739,0.6824313115252061,10
diabetes.data,2,30,1,0.7395833333333334,0.6703562057778047,10
diabetes.data,4,30,1,0.7447916666666666,0.6929847226783599,10
diabetes.data,6,30,1,0.7383008809945268,0.6776417998001428,10
diabetes.data,8,30,1,0.7449267498643516,0.6941920861770392,10
diabetes.data,2,40,1,0.7447916666666667,0.696611551074044,10
diabetes.data,4,40,1,0.7278645833333333,0.6755854401885402,10
diabetes.data,6,40,1,0.7370298734460518,0.6845309716347138,10
diabetes.data,8,40,1,0.7291101465002714,0.6698972054702199,10
diabetes.data,2,50,1,0.7369791666666666,0.6808857808857809,10
diabetes.data,4,50,1,0.7317708333333333,0.6792922208854189,10
diabetes.data,6,50,1,0.7370005461708274,0.6836395548881944,10
diabetes.data,8,50,1,0.7229652740097666,0.6749444847962235,10
diabetes.data,2,60,1,0.73046875,0.6603821339328356,10
diabetes.data,4,60,1,0.7265624999999999,0.6763631698374206,10
diabetes.data,6,60,1,0.7408746076980203,0.67949638315159,10
diabetes.data,8,60,1,0.7360689093868692,0.6885189471207034,10
diabetes.data,2,10,2,0.7408854166666667,0.6722107538331951,2
diabetes.data,4,10,2,0.73046875,0.6510445186213103,2
diabetes.data,6,10,2,0.7499185353465991,0.6862608846922543,2
diabetes.data,8,10,2,0.7249186109603907,0.639815461348253,2
diabetes.data,2,20,2,0.7421875,0.6621505649435966,2
diabetes.data,4,20,2,0.7356770833333334,0.6523754677044921,2
diabetes.data,6,20,2,0.7538053927852042,0.6873068016059692,2
diabetes.data,8,20,2,0.7264785675529029,0.6384295717088798,2
diabetes.data,2,30,2,0.7447916666666667,0.6664674801946558,2
diabetes.data,4,30,2,0.75,0.6776187942875028,2
diabetes.data,6,30,2,0.7383313209577,0.6533144604892317,2
diabetes.data,8,30,2,0.7460255018990776,0.6707842370799875,2
diabetes.data,2,40,2,0.7161458333333333,0.6276150093670816,2
diabetes.data,4,40,2,0.7291666666666666,0.6449873285732981,2
diabetes.data,6,40,2,0.7370092092412867,0.6589840669512149,2
diabetes.data,8,40,2,0.7408979924036897,0.6581622469866726,2
diabetes.data,2,50,2,0.7278645833333333,0.6474371581377664,2
diabetes.data,4,50,2,0.7369791666666666,0.6566838576050673,2
diabetes.data,6,50,2,0.7448322797768011,0.6638998732168816,2
diabetes.data,8,50,2,0.7448996201844817,0.6667682576808369,2
diabetes.data,2,60,2,0.7356770833333333,0.6596771320691095,2
diabetes.data,4,60,2,0.73828125,0.6581828569161916,2
diabetes.data,6,60,2,0.753927152637897,0.6819862142310079,2
diabetes.data,8,60,2,0.7449538795442214,0.6658133951323987,2
diabetes.data,2,10,2,0.7434895833333333,0.6839773862636012,4
diabetes.data,4,10,2,0.7578125000000001,0.7060250237342705,4
diabetes.data,6,10,2,0.7448833839447394,0.682631029108624,4
diabetes.data,8,10,2,0.7461882799782962,0.691427755600129,4
diabetes.data,2,20,2,0.7356770833333333,0.6731110417079806,4
diabetes.data,4,20,2,0.7552083333333334,0.7009320895649301,4
diabetes.data,6,20,2,0.7512920691417934,0.6929882541559059,4
diabetes.data,8,20,2,0.7578676071622354,0.7053613522469263,4
diabetes.data,2,30,2,0.7513020833333333,0.7153838617188688,4
diabetes.data,4,30,2,0.7578125,0.7035953381127298,4
diabetes.data,6,30,2,0.7474667274512198,0.6930073030527373,4
diabetes.data,8,30,2,0.7603364080303852,0.7110003657994638,4
diabetes.data,2,40,2,0.7565104166666667,0.7063686400671848,4
diabetes.data,4,40,2,0.7565104166666667,0.7044584532233208,4
diabetes.data,6,40,2,0.7618724598923681,0.706087455236179,4
diabetes.data,8,40,2,0.7657894736842106,0.7086559739235834,4
diabetes.data,2,50,2,0.75390625,0.6994397434196706,4
diabetes.data,4,50,2,0.7604166666666666,0.708616347167142,4
diabetes.data,6,50,2,0.7619636208264664,0.707934949112,4
diabetes.data,8,50,2,0.7524145415084103,0.7007887370789763,4
diabetes.data,2,60,2,0.74609375,0.6962875692100501,4
diabetes.data,4,60,2,0.7513020833333334,0.703422239071416,4
diabetes.data,6,60,2,0.7550869708691937,0.6973653078923672,4
diabetes.data,8,60,2,0.7565518176885513,0.6992316355483961,4
diabetes.data,2,10,2,0.7565104166666667,0.7212416775780247,6
diabetes.data,4,10,2,0.76171875,0.7125812178245816,6
diabetes.data,6,10,2,0.7642013952471057,0.7176355071159147,6
diabetes.data,8,10,2,0.757677699403147,0.7078811276397566,6
diabetes.data,2,20,2,0.7604166666666667,0.7167505224752931,6
diabetes.data,4,20,2,0.7539062500000001,0.7023315112714537,6
diabetes.data,6,20,2,0.7499084416773485,0.6966685394165891,6
diabetes.data,8,20,2,0.744872490504612,0.692479104693857,6
diabetes.data,2,30,2,0.7630208333333333,0.7155671798181182,6
diabetes.data,4,30,2,0.7513020833333334,0.6948111970122242,6
diabetes.data,6,30,2,0.7421566626482736,0.6911662367150951,6
diabetes.data,8,30,2,0.7500813890396093,0.6959333277876323,6
diabetes.data,2,40,2,0.7578125,0.7138180756773408,6
diabetes.data,4,40,2,0.7486979166666667,0.7005017636536337,6
diabetes.data,6,40,2,0.7550456424596635,0.7048509578590009,6
diabetes.data,8,40,2,0.7564704286489419,0.710806808456395,6
diabetes.data,2,50,2,0.7395833333333333,0.6923466180392216,6
diabetes.data,4,50,2,0.7447916666666667,0.6854942612114963,6
diabetes.data,6,50,2,0.7421363163543511,0.691721420608674,6
diabetes.data,8,50,2,0.7563890396093326,0.710713571634908,6
diabetes.data,2,60,2,0.7591145833333333,0.713524251651091,6
diabetes.data,4,60,2,0.7447916666666666,0.6868969860586878,6
diabetes.data,6,60,2,0.753907124254817,0.7051197013850742,6
diabetes.data,8,60,2,0.7541101465002713,0.7037482750970762,6
diabetes.data,2,10,2,0.7395833333333333,0.672285794250139,8
diabetes.data,4,10,2,0.7604166666666666,0.714263899438687,8
diabetes.data,6,10,2,0.7421973552361187,0.6877591341473931,8
diabetes.data,8,10,2,0.758057514921324,0.7086069542473417,8
diabetes.data,2,20,2,0.7591145833333334,0.7158332159898424,8
diabetes.data,4,20,2,0.7526041666666666,0.6981513126328709,8
diabetes.data,6,20,2,0.7460021916773485,0.6935074074654426,8
diabetes.data,8,20,2,0.7564161692892024,0.7055021935766448,8
diabetes.data,2,30,2,0.76171875,0.708820860627629,8
diabetes.data,4,30,2,0.7447916666666667,0.6929719834041432,8
diabetes.data,6,30,2,0.7577726816669719,0.7079101275546552,8
diabetes.data,8,30,2,0.7538659793814433,0.7050475520459093,8
diabetes.data,2,40,2,0.7565104166666667,0.7016057940907757,8
diabetes.data,4,40,2,0.7591145833333334,0.7119461096693489,8
diabetes.data,6,40,2,0.7422180194408838,0.6862895759475882,8
diabetes.data,8,40,2,0.7563890396093326,0.7069766972996685,8
diabetes.data,2,50,2,0.7486979166666666,0.6997503153936617,8
diabetes.data,4,50,2,0.75390625,0.7072822107472445,8
diabetes.data,6,50,2,0.7474153053724389,0.6969553967404957,8
diabetes.data,8,50,2,0.7408708627238199,0.6835997324660488,8
diabetes.data,2,60,2,0.7434895833333334,0.6955165678432724,8
diabetes.data,4,60,2,0.7500000000000001,0.6971103524598746,8
diabetes.data,6,60,2,0.7434991206586096,0.6921922420994928,8
diabetes.data,8,60,2,0.7473684210526316,0.6927492920852141,8
diabetes.data,2,10,2,0.75,0.7016424037303841,10
diabetes.data,4,10,2,0.7421875,0.6835336167894777,10
diabetes.data,6,10,2,0.7474877095668274,0.6851875458108684,10
diabetes.data,8,10,2,0.7473684210526316,0.6926551636043635,10
diabetes.data,2,20,2,0.7565104166666667,0.7037942826418688,10
diabetes.data,4,20,2,0.7395833333333334,0.6815210009660642,10
diabetes.data,6,20,2,0.7396851442806568,0.6831530571065971,10
diabetes.data,8,20,2,0.7370320130222464,0.6817148059814412,10
diabetes.data,2,30,2,0.7486979166666667,0.6917429203358993,10
diabetes.data,4,30,2,0.7473958333333334,0.6934851295125103,10
diabetes.data,6,30,2,0.7396334042910334,0.6845402971646785,10
diabetes.data,8,30,2,0.7420510037981551,0.6863271246977187,10
diabetes.data,2,40,2,0.7513020833333333,0.6986094257539981,10
diabetes.data,4,40,2,0.74609375,0.6939248877117996,10
diabetes.data,6,40,2,0.7512001134305887,0.6997202372195529,10
diabetes.data,8,40,2,0.7409251220835593,0.6835710436817477,10
diabetes.data,2,50,2,0.7552083333333333,0.712058291643791,10
diabetes.data,4,50,2,0.7578125,0.7082703184892966,10
diabetes.data,6,50,2,0.7577723637561293,0.7100409891455923,10
diabetes.data,8,50,2,0.751207270754205,0.7023678807536828,10
diabetes.data,2,60,2,0.7552083333333334,0.7083157584810017,10
diabetes.data,4,60,2,0.7473958333333334,0.6907585114783832,10
diabetes.data,6,60,2,0.7499489753097723,0.699193193548474,10
diabetes.data,8,60,2,0.7588849701573521,0.7066095520825408,10
diabetes.data,2,10,3,0.73046875,0.6696968573318532,2
diabetes.data,4,10,3,0.7552083333333334,0.7035210572158002,2
diabetes.data,6,10,3,0.7448217092412867,0.6854526906494393,2
diabetes.data,8,10,3,0.7541644058600108,0.7017410891786369,2
diabetes.data,2,20,3,0.734375,0.6717066934219125,2
diabetes.data,4,20,3,0.7643229166666666,0.7088946832642813,2
diabetes.data,6,20,3,0.7591864311837474,0.7095386301886161,2
diabetes.data,8,20,3,0.7551546391752577,0.6977215009021267,2
diabetes.data,2,30,3,0.76171875,0.7113059297854164,2
diabetes.data,4,30,3,0.7578125,0.6955330890354324,2
diabetes.data,6,30,3,0.7747204292050703,0.7233159172641326,2
diabetes.data,8,30,3,0.7579761258817146,0.7014776997979959,2
diabetes.data,2,40,3,0.7513020833333333,0.6974804645243128,2
diabetes.data,4,40,3,0.7708333333333333,0.7233046479448233,2
diabetes.data,6,40,3,0.7670807932257014,0.7195255918357583,2
diabetes.data,8,40,3,0.7604177970699946,0.7080686637004435,2
diabetes.data,2,50,3,0.7565104166666666,0.7059311307650417,2
diabetes.data,4,50,3,0.7513020833333334,0.6951906162037775,2
diabetes.data,6,50,3,0.7563677541760768,0.704101320909301,2
diabetes.data,8,50,3,0.7642023874118284,0.7074435163501643,2
diabetes.data,2,60,3,0.7747395833333333,0.7206469023247201,2
diabetes.data,4,60,3,0.7630208333333334,0.7041732587521322,2
diabetes.data,6,60,3,0.7591654490681398,0.7017204320431856,2
diabetes.data,8,60,3,0.7566603364080304,0.6995677238461793,2
diabetes.data,2,10,3,0.7552083333333333,0.7084456750856223,4
diabetes.data,4,10,3,0.7447916666666667,0.6940000822392662,4
diabetes.data,6,10,3,0.7617088947638813,0.714721914195132,4
diabetes.data,8,10,3,0.75244167118828,0.7121724494513488,4
diabetes.data,2,20,3,0.7447916666666667,0.697205211303423,4
diabetes.data,4,20,3,0.7604166666666666,0.7171368755466025,4
diabetes.data,6,20,3,0.7513223501495453,0.7036547024997536,4
diabetes.data,8,20,3,0.7654096581660337,0.7166699010756279,4
diabetes.data,2,30,3,0.75390625,0.7089247434421075,4
diabetes.data,4,30,3,0.75,0.6976550767038959,4
diabetes.data,6,30,3,0.7604676913568943,0.7159018198875698,4
diabetes.data,8,30,3,0.7476939772110689,0.6989684357351672,4
diabetes.data,2,40,3,0.7578125,0.7153915756429459,4
diabetes.data,4,40,3,0.7630208333333334,0.7189854253725283,4
diabetes.data,6,40,3,0.7563174447852449,0.712076326718165,4
diabetes.data,8,40,3,0.7538388497015736,0.7085733304034921,4
diabetes.data,2,50,3,0.7669270833333333,0.7266293911136136,4
diabetes.data,4,50,3,0.75390625,0.707078593273645,4
diabetes.data,6,50,3,0.7579450688213392,0.7139121865553791,4
diabetes.data,8,50,3,0.7527129679869777,0.7047545953993473,4
diabetes.data,2,60,3,0.7565104166666667,0.7135678848172166,4
diabetes.data,4,60,3,0.7552083333333333,0.7053347377668858,4
diabetes.data,6,60,3,0.7604478219292355,0.716109033460917,4
diabetes.data,8,60,3,0.7616521975040695,0.7189707438891925,4
