Data_set,Layer_size,Activation,CV,Stopping,Solver,Accuracy,F-score
wine.data,"(9,)",tanh,6,False,sgd,0.7436507936507937,0.7146450892365924
wine.data,"(9,)",tanh,8,False,sgd,0.6613730472426124,0.623202233353162
wine.data,"(12,)",tanh,2,True,adam,0.28674242424242424,0.14982145629560628
wine.data,"(12,)",tanh,4,True,adam,0.3301033591731266,0.21340353694043898
wine.data,"(12,)",tanh,6,True,adam,0.28214285714285714,0.18338148585148742
wine.data,"(12,)",tanh,8,True,adam,0.46787361189535104,0.3478664963793065
wine.data,"(12,)",tanh,2,True,sgd,0.365530303030303,0.17818428184281843
wine.data,"(12,)",tanh,4,True,sgd,0.3702842377260982,0.2267624163922112
wine.data,"(12,)",tanh,6,True,sgd,0.36507936507936506,0.23736880809249236
wine.data,"(12,)",tanh,8,True,sgd,0.2973720120459251,0.20188682844932843
