Data_set,Boot,Max_sample,Cv,Max_feature,Number_of_est,Accuracy,F-score
wine.data,False,40,4,8,15,0.9550387596899225,0.9564998509554962
wine.data,False,40,6,8,15,0.9607142857142857,0.960158696328773
wine.data,False,40,8,8,15,0.9544984001505741,0.9557638006844663
wine.data,False,40,2,8,20,0.9775252525252525,0.9773981450503699
wine.data,False,40,4,8,20,0.9722222222222222,0.9725257219437027
wine.data,False,40,6,8,20,0.9607142857142857,0.961162606240903
wine.data,False,40,8,8,20,0.9671442687747036,0.9683718786659964
wine.data,False,40,2,10,5,0.9382575757575757,0.9373958067599912
wine.data,False,40,4,10,5,0.9661498708010335,0.9671221286952819
wine.data,False,40,6,10,5,0.9500000000000001,0.9504758132209113
wine.data,False,40,8,10,5,0.9441464332768681,0.942115638990639
wine.data,False,40,2,10,10,0.9549242424242425,0.9557959286134707
wine.data,False,40,4,10,10,0.9494832041343669,0.9502169058354372
wine.data,False,40,6,10,10,0.9551587301587302,0.9561810322908721
wine.data,False,40,8,10,10,0.9614624505928854,0.9606937112451819
wine.data,False,40,2,10,15,0.9608585858585859,0.9626112990340949
wine.data,False,40,4,10,15,0.9605943152454781,0.9605983668913477
wine.data,False,40,6,10,15,0.9555555555555556,0.9564883192334172
wine.data,False,40,8,10,15,0.9775197628458498,0.9782302664655607
wine.data,False,40,2,10,20,0.9776515151515152,0.9777093839255182
wine.data,False,40,4,10,20,0.9608527131782946,0.961352223015509
wine.data,False,40,6,10,20,0.9492063492063493,0.951473407398386
wine.data,False,40,8,10,20,0.9772256728778468,0.9782913165266107
wine.data,False,40,2,12,5,0.9549242424242425,0.9560823667712547
wine.data,False,40,4,12,5,0.9547803617571059,0.955047350992846
wine.data,False,40,6,12,5,0.9666666666666667,0.9673882032684249
wine.data,False,40,8,12,5,0.9495812158855637,0.9502693317031553
wine.data,False,40,2,12,10,0.9328282828282828,0.9348702074508526
wine.data,False,40,4,12,10,0.9664082687338501,0.9663829311457395
wine.data,False,40,6,12,10,0.9777777777777779,0.9782687181152655
wine.data,False,40,8,12,10,0.9607213438735178,0.9626357914960857
wine.data,False,40,2,12,15,0.9719696969696969,0.9728477384725731
wine.data,False,40,4,12,15,0.9772609819121447,0.9785400372813403
wine.data,False,40,6,12,15,0.9718253968253969,0.9723781475699633
wine.data,False,40,8,12,15,0.9604743083003953,0.9608867686750815
wine.data,False,40,2,12,20,0.9776515151515152,0.9781590990767509
wine.data,False,40,4,12,20,0.9497416020671835,0.9510397433253712
wine.data,False,40,6,12,20,0.9666666666666667,0.9673087797554976
wine.data,False,40,8,12,20,0.9661561264822135,0.9674663775766718
wine.data,False,40,2,14,5,0.9718434343434343,0.9725951430162822
wine.data,False,40,4,14,5,0.9664082687338501,0.9665626721880332
wine.data,False,40,6,14,5,0.9547619047619048,0.9554901735251266
wine.data,False,40,8,14,5,0.9770021645021645,0.9774761186525893
wine.data,False,40,2,14,10,0.9324494949494949,0.9350883877536739
wine.data,False,40,4,14,10,0.9772609819121447,0.9783995849297573
wine.data,False,40,6,14,10,0.9833333333333334,0.9841946440411914
wine.data,False,40,8,14,10,0.966897233201581,0.9669384741075918
wine.data,False,40,2,14,15,0.9887626262626263,0.9891035222410502
wine.data,False,40,4,14,15,0.9717054263565892,0.9722034284964093
wine.data,False,40,6,14,15,0.9714285714285715,0.972466248979463
wine.data,False,40,8,14,15,0.9658620365142104,0.9667830739521917
wine.data,False,40,2,14,20,0.9718434343434343,0.9726848915897817
wine.data,False,40,4,14,20,0.9722222222222222,0.9723064411868967
wine.data,False,40,6,14,20,0.9722222222222223,0.972608191278268
wine.data,False,40,8,14,20,0.9604272539055148,0.9613751691634819
wine.data,False,60,2,2,5,0.4845959595959596,0.3850633410381838
wine.data,False,60,4,2,5,0.7423772609819121,0.7284071688638253
wine.data,False,60,6,2,5,0.7234126984126984,0.65239071118014
wine.data,False,60,8,2,5,0.7569522868435912,0.7338167347358524
wine.data,False,60,2,2,10,0.6285353535353535,0.5634991162626563
wine.data,False,60,4,2,10,0.821188630490956,0.7760682763079692
wine.data,False,60,6,2,10,0.8206349206349205,0.8227355977355978
wine.data,False,60,8,2,10,0.8527432712215322,0.8263051031231473
wine.data,False,60,2,2,15,0.8380050505050505,0.8336486914350258
wine.data,False,60,4,2,15,0.8381136950904393,0.8193715570954901
wine.data,False,60,6,2,15,0.9146825396825397,0.9128969685733718
wine.data,False,60,8,2,15,0.8275691699604744,0.8047282281415408
wine.data,False,60,2,2,20,0.7411616161616161,0.6938219877599204
wine.data,False,60,4,2,20,0.7984496124031006,0.795943477633145
wine.data,False,60,6,2,20,0.9107142857142857,0.9096474243619556
wine.data,False,60,8,2,20,0.9271009787314135,0.925431166056166
wine.data,False,60,2,4,5,0.8821969696969697,0.8835944053480125
wine.data,False,60,4,4,5,0.8764857881136952,0.8756592318121664
wine.data,False,60,6,4,5,0.840873015873016,0.8303757351617748
wine.data,False,60,8,4,5,0.9281126482213439,0.9295382238590444
wine.data,False,60,2,4,10,0.9156565656565656,0.9177987897668027
wine.data,False,60,4,4,10,0.8870801033591732,0.8858561238180804
wine.data,False,60,6,4,10,0.9222222222222222,0.92473960914756
wine.data,False,60,8,4,10,0.8829051383399209,0.880405608753132
wine.data,False,60,2,4,15,0.8994949494949496,0.8998203470498718
wine.data,False,60,4,4,15,0.9381136950904393,0.9404470125998877
wine.data,False,60,6,4,15,0.9547619047619048,0.9562654046770347
wine.data,False,60,8,4,15,0.9379470167513646,0.9397988288371415
wine.data,False,60,2,4,20,0.9547979797979798,0.9555185081889876
wine.data,False,60,4,4,20,0.9277777777777778,0.9304058353040883
wine.data,False,60,6,4,20,0.9611111111111112,0.9629558745348219
wine.data,False,60,8,4,20,0.9666266704310182,0.9681164559841031
wine.data,False,60,2,6,5,0.9218434343434343,0.9234240119039844
wine.data,False,60,4,6,5,0.9436692506459948,0.9464663888125006
wine.data,False,60,6,6,5,0.85,0.822740769099633
wine.data,False,60,8,6,5,0.9322651985695464,0.9343408218601718
wine.data,False,60,2,6,10,0.9387626262626263,0.9399723219327257
wine.data,False,60,4,6,10,0.955297157622739,0.956396991225061
wine.data,False,60,6,6,10,0.953968253968254,0.9544905388670814
wine.data,False,60,8,6,10,0.9552630340673819,0.9565432363903728
wine.data,False,60,2,6,15,0.9553030303030303,0.9574984313981607
wine.data,False,60,4,6,15,0.9386304909560723,0.9401224568705593
wine.data,False,60,6,6,15,0.9333333333333332,0.9342380381102506
wine.data,False,60,8,6,15,0.9327357425183512,0.9344392682337729
wine.data,False,60,2,6,20,0.9553030303030303,0.9563029250647247
wine.data,False,60,4,6,20,0.9661498708010335,0.9664891427821235
wine.data,False,60,6,6,20,0.965873015873016,0.9667051713087518
wine.data,False,60,8,6,20,0.960450781102955,0.9620682669154033
wine.data,False,60,2,8,5,0.9491161616161616,0.9487740840571031
wine.data,False,60,4,8,5,0.9381136950904392,0.9366451406913031
wine.data,False,60,6,8,5,0.9444444444444445,0.9434289064028373
wine.data,False,60,8,8,5,0.9337944664031621,0.9337424966101437
wine.data,False,60,2,8,10,0.9664141414141414,0.9666853408029878
wine.data,False,60,4,8,10,0.9664082687338501,0.9668366063622231
wine.data,False,60,6,8,10,0.9654761904761906,0.967136418767863
wine.data,False,60,8,8,10,0.93848814229249,0.9397347360098908
wine.data,False,60,2,8,15,0.9328282828282828,0.9345894848797773
wine.data,False,60,4,8,15,0.9494832041343669,0.9502884556832766
wine.data,False,60,6,8,15,0.9547619047619048,0.9556508381423131
wine.data,False,60,8,8,15,0.9656385281385281,0.9660289261392203
wine.data,False,60,2,8,20,0.9606060606060607,0.9608228963391385
wine.data,False,60,4,8,20,0.9661498708010335,0.9670556526806526
wine.data,False,60,6,8,20,0.9547619047619048,0.9556064388864899
wine.data,False,60,8,8,20,0.9601802183323922,0.9599193376283159
wine.data,False,60,2,10,5,0.9886363636363636,0.9889127580856905
wine.data,False,60,4,10,5,0.9492248062015504,0.9502148729684156
wine.data,False,60,6,10,5,0.9376984126984128,0.9386680898773149
wine.data,False,60,8,10,5,0.9493341803124411,0.9502141488112851
wine.data,False,60,2,10,10,0.9549242424242425,0.9557756622014539
wine.data,False,60,4,10,10,0.9611111111111111,0.9620356434362602
wine.data,False,60,6,10,10,0.9662698412698414,0.9676802941935082
wine.data,False,60,8,10,10,0.9663796348578957,0.9680675508558636
wine.data,False,60,2,10,15,0.9722222222222222,0.9723819234000775
wine.data,False,60,4,10,15,0.9608527131782946,0.9627841104636918
wine.data,False,60,6,10,15,0.9666666666666667,0.9671349695291904
wine.data,False,60,8,10,15,0.977249200075287,0.9779034690799397
wine.data,False,60,2,10,20,0.9832070707070707,0.9832876747753033
wine.data,False,60,4,10,20,0.9555555555555555,0.9562214331367558
wine.data,False,60,6,10,20,0.9777777777777777,0.9780491309391565
wine.data,False,60,8,10,20,0.9718144174665915,0.9722473604826547
wine.data,False,60,2,12,5,0.966540404040404,0.9665651039186617
wine.data,False,60,4,12,5,0.960594315245478,0.9611781652760121
wine.data,False,60,6,12,5,0.9440476190476191,0.9446169191697975
wine.data,False,60,8,12,5,0.960450781102955,0.9625568918525576
wine.data,False,60,2,12,10,0.9718434343434343,0.9727096304641256
wine.data,False,60,4,12,10,0.9777777777777777,0.9788134513336126
wine.data,False,60,6,12,10,0.9611111111111111,0.9613242398408639
wine.data,False,60,8,12,10,0.9661325992847732,0.967345399698341
wine.data,False,60,2,12,15,0.9718434343434343,0.9733952121478775
wine.data,False,60,4,12,15,0.9772609819121447,0.977923893916541
wine.data,False,60,6,12,15,0.9547619047619048,0.9561628318818608
wine.data,False,60,8,12,15,0.9550395256916997,0.955943253369724
wine.data,False,60,2,12,20,0.9718434343434343,0.9721502822658261
wine.data,False,60,4,12,20,0.9722222222222222,0.972695192220809
wine.data,False,60,6,12,20,0.9722222222222223,0.9725007555357087
wine.data,False,60,8,12,20,0.9718144174665915,0.9725741578682756
wine.data,False,60,2,14,5,0.9607323232323233,0.9617334650117471
wine.data,False,60,4,14,5,0.9666666666666667,0.9676738523290248
wine.data,False,60,6,14,5,0.9384920634920634,0.9393425379305039
wine.data,False,60,8,14,5,0.9555335968379447,0.9563279832339431
wine.data,False,60,2,14,10,0.9607323232323233,0.9613118847676567
wine.data,False,60,4,14,10,0.9661498708010335,0.9663279878383599
wine.data,False,60,6,14,10,0.9603174603174605,0.960670642911411
wine.data,False,60,8,14,10,0.9718144174665915,0.9716162352869009
wine.data,False,60,2,14,15,0.9661616161616162,0.9682904527960374
wine.data,False,60,4,14,15,0.9719638242894056,0.9723981036884263
wine.data,False,60,6,14,15,0.9607142857142859,0.9601779937564251
wine.data,False,60,8,14,15,0.9715909090909092,0.9717452686202686
wine.data,False,60,2,14,20,0.9773989898989899,0.9785007390555285
wine.data,False,60,4,14,20,0.9719638242894056,0.9726025485951957
wine.data,False,60,6,14,20,0.9662698412698413,0.9672319487395541
wine.data,False,60,8,14,20,0.9777667984189724,0.9778029160382102
wine.data,False,80,2,2,5,0.4830808080808081,0.42423616704411227
wine.data,False,80,4,2,5,0.6696382428940568,0.6511042385119671
wine.data,False,80,6,2,5,0.7142857142857143,0.6948911761741376
wine.data,False,80,8,2,5,0.7988659890833804,0.7868667061601844
wine.data,False,80,2,2,10,0.7751262626262626,0.7162287120120383
wine.data,False,80,4,2,10,0.770671834625323,0.7440295328453223
wine.data,False,80,6,2,10,0.6896825396825398,0.6358043399796066
wine.data,False,80,8,2,10,0.8353331451157539,0.8325974843583203
wine.data,False,80,2,2,15,0.742550505050505,0.7137051173062763
wine.data,False,80,4,2,15,0.8981912144702843,0.896695021007784
wine.data,False,80,6,2,15,0.8873015873015873,0.8860025254328102
wine.data,False,80,8,2,15,0.8389092791266703,0.8321614433860363
wine.data,False,80,2,2,20,0.8873737373737374,0.8857620072511114
wine.data,False,80,4,2,20,0.8635658914728682,0.8498490852710802
wine.data,False,80,6,2,20,0.9103174603174603,0.9109685895650808
wine.data,False,80,8,2,20,0.9214191605495954,0.9217413144560977
wine.data,False,80,2,4,5,0.8827020202020202,0.8829910747044006
wine.data,False,80,4,4,5,0.8751937984496124,0.8756746704985977
wine.data,False,80,6,4,5,0.8821428571428572,0.8788513110503885
wine.data,False,80,8,4,5,0.8588956333521551,0.8438019729525148
wine.data,False,80,2,4,10,0.9443181818181818,0.943918630254034
wine.data,False,80,4,4,10,0.9270025839793281,0.9292189254890868
wine.data,False,80,6,4,10,0.9500000000000001,0.9515347810914733
wine.data,False,80,8,4,10,0.9434053265575005,0.9454513215542628
wine.data,False,80,2,4,15,0.8825757575757576,0.8839694121294348
wine.data,False,80,4,4,15,0.9098191214470284,0.9125050817235352
wine.data,False,80,6,4,15,0.9325396825396827,0.9344093010540941
wine.data,False,80,8,4,15,0.9547924901185771,0.9569007832552725
wine.data,False,80,2,4,20,0.9102272727272727,0.9110386471328378
wine.data,False,80,4,4,20,0.960594315245478,0.962200690366013
wine.data,False,80,6,4,20,0.9607142857142857,0.9614394421214542
wine.data,False,80,8,4,20,0.9273480143045361,0.9290550204153145
wine.data,False,80,2,6,5,0.9098484848484849,0.912419774275758
wine.data,False,80,4,6,5,0.9497416020671835,0.9505639004992453
wine.data,False,80,6,6,5,0.9103174603174603,0.907965034596479
wine.data,False,80,8,6,5,0.8944687558817994,0.8948857235815441
wine.data,False,80,2,6,10,0.9154040404040404,0.9185692263983187
wine.data,False,80,4,6,10,0.9492248062015504,0.9503322963656269
wine.data,False,80,6,6,10,0.9555555555555556,0.9562054694979718
wine.data,False,80,8,6,10,0.9547689629211369,0.9550887880609243
wine.data,False,80,2,6,15,0.9327020202020202,0.935001070935523
wine.data,False,80,4,6,15,0.9497416020671834,0.9510541185769381
wine.data,False,80,6,6,15,0.9384920634920636,0.9398144150062309
wine.data,False,80,8,6,15,0.9658855637116507,0.966970227699717
wine.data,False,80,2,6,20,0.9265151515151515,0.9279106654995888
wine.data,False,80,4,6,20,0.9777777777777779,0.9777643166447721
wine.data,False,80,6,6,20,0.9440476190476191,0.9448082190398338
wine.data,False,80,8,6,20,0.9666501976284585,0.9669803278936406
wine.data,False,80,2,8,5,0.9323232323232323,0.9343592789100665
wine.data,False,80,4,8,5,0.9603359173126614,0.9603241870224792
wine.data,False,80,6,8,5,0.9777777777777779,0.9785321243121755
wine.data,False,80,8,8,5,0.9268304159608507,0.927021248731775
wine.data,False,80,2,8,10,0.9551767676767677,0.9554277114091845
wine.data,False,80,4,8,10,0.9497416020671835,0.9504112329370715
wine.data,False,80,6,8,10,0.9773809523809525,0.978646077851893
wine.data,False,80,8,8,10,0.9491106719367589,0.9507113028010861
wine.data,False,80,2,8,15,0.9773989898989899,0.977235541602306
wine.data,False,80,4,8,15,0.9717054263565891,0.9733207057963732
wine.data,False,80,6,8,15,0.9611111111111111,0.9620994341952748
wine.data,False,80,8,8,15,0.9720849802371542,0.9726150075414781
wine.data,False,80,2,8,20,0.9718434343434343,0.9720063232589886
wine.data,False,80,4,8,20,0.9661498708010335,0.967959109596918
wine.data,False,80,6,8,20,0.9777777777777779,0.9784259740000755
wine.data,False,80,8,8,20,0.9545219273480143,0.9567621920563097
wine.data,False,80,2,10,5,0.9607323232323233,0.9625945603753285
wine.data,False,80,4,10,5,0.9428940568475452,0.9434728036901949
wine.data,False,80,6,10,5,0.8976190476190475,0.8992057020128317
wine.data,False,80,8,10,5,0.9505928853754941,0.9494542154468625
wine.data,False,80,2,10,10,0.9383838383838384,0.9394049253541259
wine.data,False,80,4,10,10,0.9772609819121447,0.9778013599766937
wine.data,False,80,6,10,10,0.9500000000000001,0.9502524060113687
wine.data,False,80,8,10,10,0.9723320158102766,0.973328305681247
wine.data,False,80,2,10,15,0.9434343434343434,0.943525043838559
wine.data,False,80,4,10,15,0.9722222222222222,0.9730272638898165
wine.data,False,80,6,10,15,0.9595238095238096,0.9603347197464843
wine.data,False,80,8,10,15,0.9775197628458498,0.9782812163326869
wine.data,False,80,2,10,20,0.9718434343434343,0.9729075391611808
wine.data,False,80,4,10,20,0.9661498708010335,0.9672630042011463
wine.data,False,80,6,10,20,0.9718253968253969,0.9719752635353659
wine.data,False,80,8,10,20,0.9663796348578958,0.9667427547942254
wine.data,False,80,2,12,5,0.9491161616161616,0.9506917958440206
wine.data,False,80,4,12,5,0.960594315245478,0.9601600269075906
wine.data,False,80,6,12,5,0.9547619047619048,0.9562012771731442
wine.data,False,80,8,12,5,0.9720849802371542,0.9720603946706887
wine.data,False,80,2,12,10,0.9773989898989899,0.9778563578228132
wine.data,False,80,4,12,10,0.9775193798449613,0.977342507322707
wine.data,False,80,6,12,10,0.9718253968253968,0.9724038950269488
wine.data,False,80,8,12,10,0.9780138339920948,0.9780345471521943
wine.data,False,80,2,12,15,0.9776515151515152,0.9781590990767509
wine.data,False,80,4,12,15,0.9664082687338501,0.966929641239986
wine.data,False,80,6,12,15,0.9777777777777779,0.9782687181152655
wine.data,False,80,8,12,15,0.9718144174665914,0.972267785319256
wine.data,False,80,2,12,20,0.9776515151515152,0.9781143983903204
wine.data,False,80,4,12,20,0.9777777777777779,0.9780071350995264
wine.data,False,80,6,12,20,0.9718253968253969,0.9719922378647196
wine.data,False,80,8,12,20,0.9834486166007905,0.9842131724484666
wine.data,False,80,2,14,5,0.9608585858585859,0.9612537433144839
wine.data,False,80,4,14,5,0.9777777777777779,0.9790531797009991
wine.data,False,80,6,14,5,0.9611111111111111,0.9627917608267138
wine.data,False,80,8,14,5,0.9834486166007905,0.983461069374382
wine.data,False,80,2,14,10,0.9496212121212122,0.9507600236854195
wine.data,False,80,4,14,10,0.9550387596899225,0.9558613024546169
wine.data,False,80,6,14,10,0.9611111111111111,0.9620073179322967
wine.data,False,80,8,14,10,0.9718379446640317,0.973158953189913
wine.data,False,80,2,14,15,0.9662878787878788,0.9660881079487891
wine.data,False,80,4,14,15,0.9777777777777777,0.9785495339575037
wine.data,False,80,6,14,15,0.9710317460317461,0.9713868596849707
wine.data,False,80,8,14,15,0.9599567099567099,0.9601062540400775
wine.data,False,80,2,14,20,0.9660353535353536,0.9660712316707107
wine.data,False,80,4,14,20,0.9775193798449613,0.9773581073383071
wine.data,False,80,6,14,20,0.9833333333333334,0.9839750568650825
wine.data,False,80,8,14,20,0.9723320158102766,0.9725945827048769
wine.data,False,100,2,2,5,0.5462121212121211,0.4895191754947853
wine.data,False,100,4,2,5,0.6519379844961241,0.5927412073793653
wine.data,False,100,6,2,5,0.6825396825396824,0.6546277104813508
wine.data,False,100,8,2,5,0.7272256728778468,0.7134615112556288
wine.data,False,100,2,2,10,0.768939393939394,0.7205002802590522
wine.data,False,100,4,2,10,0.8302325581395349,0.8331887436180878
wine.data,False,100,6,2,10,0.8420634920634922,0.8380684407391681
wine.data,False,100,8,2,10,0.8474849425936382,0.8420920443076017
wine.data,False,100,2,2,15,0.9157828282828282,0.9155912529637846
wine.data,False,100,4,2,15,0.7593023255813954,0.7252622741512548
wine.data,False,100,6,2,15,0.8492063492063492,0.8295642283496188
wine.data,False,100,8,2,15,0.8208756822887258,0.7987686576695865
wine.data,False,100,2,2,20,0.7540404040404041,0.7260869565217392
wine.data,False,100,4,2,20,0.9214470284237726,0.9243241604041043
wine.data,False,100,6,2,20,0.8825396825396826,0.8824357766721144
wine.data,False,100,8,2,20,0.810159043854696,0.7980768897387891
wine.data,False,100,2,4,5,0.8772727272727273,0.8668805991836899
wine.data,False,100,4,4,5,0.9381136950904392,0.941524987934156
wine.data,False,100,6,4,5,0.888888888888889,0.8916012023674201
wine.data,False,100,8,4,5,0.8495318087709393,0.8351762711689182
wine.data,False,100,2,4,10,0.8765151515151515,0.8818480311446051
wine.data,False,100,4,4,10,0.9100775193798449,0.9114540986769454
wine.data,False,100,6,4,10,0.9210317460317462,0.9201672899472065
wine.data,False,100,8,4,10,0.9206074722379071,0.9199330185495047
wine.data,False,100,2,4,15,0.9208333333333334,0.9204000211158356
wine.data,False,100,4,4,15,0.9272609819121447,0.9290081053010861
wine.data,False,100,6,4,15,0.9376984126984128,0.9391898438562413
wine.data,False,100,8,4,15,0.9436288349331827,0.9439118071471013
wine.data,False,100,2,4,20,0.8534090909090909,0.8566471033976537
wine.data,False,100,4,4,20,0.9550387596899225,0.9552838143816612
wine.data,False,100,6,4,20,0.9214285714285714,0.9209277423841967
wine.data,False,100,8,4,20,0.9490636175418784,0.9506139421580598
wine.data,False,100,2,6,5,0.9265151515151515,0.9275769901629154
wine.data,False,100,4,6,5,0.926485788113695,0.9274424250258374
wine.data,False,100,6,6,5,0.9662698412698413,0.9680740071263695
wine.data,False,100,8,6,5,0.9322887257669866,0.9343787221979947
wine.data,False,100,2,6,10,0.9492424242424242,0.9512822490415629
wine.data,False,100,4,6,10,0.9719638242894058,0.9723638978816228
wine.data,False,100,6,6,10,0.965873015873016,0.9666064493430223
wine.data,False,100,8,6,10,0.9555100696405043,0.9551950092391269
wine.data,False,100,2,6,15,0.9378787878787879,0.9399960679024406
wine.data,False,100,4,6,15,0.9666666666666667,0.9685917778576288
wine.data,False,100,6,6,15,0.9718253968253969,0.9727221448179852
wine.data,False,100,8,6,15,0.9492871259175607,0.9488986793650107
wine.data,False,100,2,6,20,0.9435606060606061,0.9440442138663643
wine.data,False,100,4,6,20,0.9830749354005168,0.9833580040031653
wine.data,False,100,6,6,20,0.9611111111111111,0.9638451867352122
wine.data,False,100,8,6,20,0.9723084886128365,0.9719919378007613
wine.data,False,100,2,8,5,0.938510101010101,0.9397328154633289
wine.data,False,100,4,8,5,0.9164082687338502,0.9175108865992455
wine.data,False,100,6,8,5,0.9325396825396827,0.933528281725437
wine.data,False,100,8,8,5,0.9495812158855637,0.9505184766214179
wine.data,False,100,2,8,10,0.9719696969696969,0.9728477384725731
wine.data,False,100,4,8,10,0.960594315245478,0.9624464849666463
wine.data,False,100,6,8,10,0.9654761904761906,0.9662943603810478
wine.data,False,100,8,8,10,0.9446640316205533,0.9452265431077351
wine.data,False,100,2,8,15,0.9660353535353536,0.9660712316707107
wine.data,False,100,4,8,15,0.9492248062015504,0.9498587642942482
wine.data,False,100,6,8,15,0.965873015873016,0.9668513083064166
wine.data,False,100,8,8,15,0.9552865612648221,0.955523035186348
wine.data,False,100,2,8,20,0.9554292929292929,0.9569364370656148
wine.data,False,100,4,8,20,0.9555555555555555,0.9568640705923962
wine.data,False,100,6,8,20,0.9611111111111111,0.9617563611596007
wine.data,False,100,8,8,20,0.9712968191229061,0.9720224628312863
wine.data,False,100,2,10,5,0.966540404040404,0.9683424487456491
wine.data,False,100,4,10,5,0.9830749354005168,0.984031120023767
wine.data,False,100,6,10,5,0.9480158730158731,0.9484753350908508
wine.data,False,100,8,10,5,0.9162314135140222,0.9193462611806265
wine.data,False,100,2,10,10,0.9720959595959596,0.9729127499844242
wine.data,False,100,4,10,10,0.9608527131782946,0.9623157129608743
wine.data,False,100,6,10,10,0.9611111111111111,0.9622217178483163
wine.data,False,100,8,10,10,0.9725790513833992,0.9731793780265143
wine.data,False,100,2,10,15,0.9715909090909092,0.971820010055304
wine.data,False,100,4,10,15,0.9608527131782946,0.9613107612909609
wine.data,False,100,6,10,15,0.9555555555555556,0.9561685829745685
wine.data,False,100,8,10,15,0.9718144174665914,0.9732942642869113
wine.data,False,100,2,10,20,0.9832070707070707,0.9832876747753033
wine.data,False,100,4,10,20,0.961111111111111,0.9620000563952177
wine.data,False,100,6,10,20,0.9777777777777779,0.9776691528609686
wine.data,False,100,8,10,20,0.9777667984189724,0.9785570638511816
wine.data,False,100,2,12,5,0.9609848484848484,0.9612912358619337
wine.data,False,100,4,12,5,0.9497416020671834,0.9505870201976987
wine.data,False,100,6,12,5,0.9718253968253969,0.9729292825698802
wine.data,False,100,8,12,5,0.9606978166760776,0.9618138848595505
wine.data,False,100,2,12,10,0.9492424242424242,0.9498138145478237
wine.data,False,100,4,12,10,0.9830749354005168,0.9838177741181079
wine.data,False,100,6,12,10,0.9551587301587302,0.9566574258547158
wine.data,False,100,8,12,10,0.9718144174665914,0.9722473604826547
wine.data,False,100,2,12,15,0.9493686868686869,0.9497880838558803
wine.data,False,100,4,12,15,0.9777777777777777,0.9782931237010934
wine.data,False,100,6,12,15,0.9825396825396826,0.9831915323973474
wine.data,False,100,8,12,15,0.9715673818934688,0.972626336297002
wine.data,False,100,2,12,20,0.9776515151515152,0.9790002957704822
wine.data,False,100,4,12,20,0.9611111111111111,0.9614216727119953
wine.data,False,100,6,12,20,0.9662698412698413,0.9669312762820189
wine.data,False,100,8,12,20,0.9656385281385281,0.9667631796308267
wine.data,False,100,2,14,5,0.9719696969696969,0.9735184022182973
wine.data,False,100,4,14,5,0.9830749354005168,0.9840031652934879
wine.data,False,100,6,14,5,0.9432539682539683,0.9455184673473361
wine.data,False,100,8,14,5,0.9498282514586862,0.9508737968974037
wine.data,False,100,2,14,10,0.9717171717171718,0.9733975233423535
wine.data,False,100,4,14,10,0.9722222222222222,0.9714005256370183
wine.data,False,100,6,14,10,0.9444444444444445,0.946857724937435
wine.data,False,100,8,14,10,0.9607213438735178,0.961536466199779
wine.data,False,100,2,14,15,0.9719696969696969,0.9724072911071863
wine.data,False,100,4,14,15,0.9555555555555555,0.9567197426450764
wine.data,False,100,6,14,15,0.9773809523809525,0.978903638750186
wine.data,False,100,8,14,15,0.9718144174665914,0.9722473604826547
wine.data,False,100,2,14,20,0.9775252525252525,0.9779763141711255
wine.data,False,100,4,14,20,0.9775193798449613,0.977926998227332
wine.data,False,100,6,14,20,0.9773809523809525,0.9778558942241807
wine.data,False,100,8,14,20,0.9718379446640317,0.9719430326725218
diabetes.data,True,20,2,2,5,0.5182291666666666,0.48889005687967924
diabetes.data,True,20,4,2,5,0.6770833333333333,0.4775832230048586
diabetes.data,True,20,6,2,5,0.6381178756180187,0.4171736326359143
diabetes.data,True,20,8,2,5,0.6576098752034727,0.44723423758752023
diabetes.data,True,20,2,2,10,0.6653645833333333,0.44110814613164234
diabetes.data,True,20,4,2,10,0.6601562499999999,0.4614424777003541
diabetes.data,True,20,6,2,10,0.6588603659280962,0.4201688556389585
diabetes.data,True,20,8,2,10,0.6497693977211069,0.39725253729782756
diabetes.data,True,20,2,2,15,0.6875,0.5553624618842579
diabetes.data,True,20,4,2,15,0.6875,0.4989783363698481
diabetes.data,True,20,6,2,15,0.6601324861645202,0.44714067985487166
diabetes.data,True,20,8,2,15,0.6653960933260987,0.45143534784524036
diabetes.data,True,20,2,2,20,0.6510416666666666,0.3943217665615142
diabetes.data,True,20,4,2,20,0.6536458333333333,0.4237376221298411
diabetes.data,True,20,6,2,20,0.6627464285895949,0.4267238171958118
diabetes.data,True,20,8,2,20,0.6523738469886056,0.3983201297422448
diabetes.data,True,20,2,4,5,0.6666666666666666,0.46276149169447844
diabetes.data,True,20,4,4,5,0.6627604166666667,0.46551136026132
diabetes.data,True,20,6,4,5,0.6523501082168508,0.4507593255891591
diabetes.data,True,20,8,4,5,0.6783369506239827,0.4813413982798196
diabetes.data,True,20,2,4,10,0.66796875,0.4594374291687921
diabetes.data,True,20,4,4,10,0.6861979166666666,0.5901852995258032
diabetes.data,True,20,6,4,10,0.6588300849203441,0.45110605370888396
diabetes.data,True,20,8,4,10,0.6536625067824199,0.4319036821247882
diabetes.data,True,20,2,4,15,0.7252604166666667,0.6147932119861945
diabetes.data,True,20,4,4,15,0.6744791666666667,0.48302738386781796
diabetes.data,True,20,6,4,15,0.667945463030784,0.4633477806828363
diabetes.data,True,20,8,4,15,0.691467715680955,0.5368612468220165
diabetes.data,True,20,2,4,20,0.7044270833333333,0.5873852520840327
diabetes.data,True,20,4,4,20,0.6692708333333334,0.4523547537488547
diabetes.data,True,20,6,4,20,0.6745673869254715,0.4855401820782242
diabetes.data,True,20,8,4,20,0.6588442756375474,0.4267096787131406
